index,prompt_tokens,time,completion_tokens,total_tokens,total_cost,temparature,top_p,model,ref_sim
58,2199,153.66841554641724,8192,10391,0.02002689,,0.95,qwen/qwen3.5-397b-a17b,0.0277777777777777
59,2168,158.7449722290039,8536,10704,0.0320304,,0.95,qwen/qwen3.5-397b-a17b,0.0
60,2730,430.6578576564789,9003,11733,0.033012,,0.95,qwen/qwen3.5-397b-a17b,0.0
61,1883,188.6245229244232,9238,11121,0.0343866,,0.95,qwen/qwen3.5-397b-a17b,0.08
62,3654,200.3568139076233,11253,14907,0.0427032,,0.95,qwen/qwen3.5-397b-a17b,0.2222222222222222
63,2810,154.14937615394592,8494,11304,0.02097186,,0.95,qwen/qwen3.5-397b-a17b,0.0
64,1993,153.62010312080383,9700,11693,0.0361158,,0.95,qwen/qwen3.5-397b-a17b,0.0952380952380952
65,1935,108.0612485408783,7040,8975,0.026505,,0.95,qwen/qwen3.5-397b-a17b,0.0238095238095238
66,1424,104.7546763420105,7041,8465,0.026202,,0.95,qwen/qwen3.5-397b-a17b,0.1666666666666666
67,1957,177.58245277404785,9104,11061,0.02206659,,0.95,qwen/qwen3.5-397b-a17b,0.1333333333333333
68,2446,171.87061548233032,9749,12195,0.0237666,,0.95,qwen/qwen3.5-397b-a17b,0.03125
69,2300,175.2768371105194,8529,10829,0.0311165,,0.95,qwen/qwen3.5-397b-a17b,0.0
70,2019,175.81023120880127,10384,12403,0.02508597,,0.95,qwen/qwen3.5-397b-a17b,0.081081081081081
71,2035,163.46111607551575,8390,10425,0.03048425,,0.95,qwen/qwen3.5-397b-a17b,0.0454545454545454
72,3032,142.70682883262634,7426,10458,0.01855932,,0.95,qwen/qwen3.5-397b-a17b,0.2142857142857142
73,2096,166.15101027488708,9643,11739,0.0359724,,0.95,qwen/qwen3.5-397b-a17b,0.0
74,2328,170.942884683609,8773,11101,0.02143674,,0.95,qwen/qwen3.5-397b-a17b,1.0
75,1955,140.75631260871887,7973,9928,0.01941927,,0.95,qwen/qwen3.5-397b-a17b,0.0652173913043478
76,2476,129.22683835029602,7461,9937,0.0283452,,0.95,qwen/qwen3.5-397b-a17b,0.0714285714285714
77,2505,150.51144242286682,7931,10436,0.01953549,,0.95,qwen/qwen3.5-397b-a17b,0.0
78,3475,142.61426424980164,7992,11467,0.02005653,,0.95,qwen/qwen3.5-397b-a17b,0.3333333333333333
79,2521,100.6732349395752,5880,8401,0.0226806,,0.95,qwen/qwen3.5-397b-a17b,0.0526315789473684
80,2387,137.14852094650269,7811,10198,0.01920867,,0.95,qwen/qwen3.5-397b-a17b,0.1034482758620689
0,1837,145.47399258613586,10910,12747,0.02317042,,0.95,qwen/qwen3.5-122b-a10b,0.1785714285714285
1,1423,123.16892528533936,9797,11220,0.0239397,,0.95,qwen/qwen3.5-122b-a10b,0.1428571428571428
2,2154,133.58194971084595,10149,12303,0.02166996,,0.95,qwen/qwen3.5-122b-a10b,0.1428571428571428
3,2627,114.65542101860046,8330,10957,0.01800942,,0.95,qwen/qwen3.5-122b-a10b,0.2727272727272727
4,1304,134.5541865825653,10171,11475,0.02149472,,0.95,qwen/qwen3.5-122b-a10b,0.0476190476190476
5,2215,102.56477522850037,10670,12885,0.0262725,,0.95,qwen/qwen3.5-122b-a10b,0.1481481481481481
6,1974,125.61957120895386,9370,11344,0.02000284,,0.95,qwen/qwen3.5-122b-a10b,0.2105263157894736
7,1772,110.9377601146698,9317,11089,0.0305232,,0.95,qwen/qwen3.5-122b-a10b,0.0
8,2352,110.08990240097046,9348,11700,0.0231408,,0.95,qwen/qwen3.5-122b-a10b,0.0
9,2942,114.81830549240112,9896,12838,0.0213486,,0.95,qwen/qwen3.5-122b-a10b,0.0909090909090909
10,1619,113.09330320358276,9260,10879,0.0227097,,0.95,qwen/qwen3.5-122b-a10b,0.2142857142857142
11,1699,97.67285943031312,8052,9751,0.0198345,,0.95,qwen/qwen3.5-122b-a10b,0.081081081081081
12,1476,95.62389063835144,7883,9359,0.0167804,,0.95,qwen/qwen3.5-122b-a10b,0.0
13,1274,108.50615978240968,8874,10148,0.0289064,,0.95,qwen/qwen3.5-122b-a10b,0.1176470588235294
14,2035,114.43466544151306,8317,10352,0.01782846,,0.95,qwen/qwen3.5-122b-a10b,0.0416666666666666
15,2386,140.9316964149475,12024,14410,0.0394312,,0.95,qwen/qwen3.5-122b-a10b,0.0952380952380952
16,2011,86.55214786529541,10140,12151,0.0332524,,0.95,qwen/qwen3.5-122b-a10b,0.1818181818181818
17,2084,153.90828275680542,13184,15268,0.0322668,,0.95,qwen/qwen3.5-122b-a10b,0.0
18,1748,121.34905123710632,10006,11754,0.0245388,,0.95,qwen/qwen3.5-122b-a10b,0.0952380952380952
19,2723,135.21033430099487,11396,14119,0.02441166,,0.95,qwen/qwen3.5-122b-a10b,0.0555555555555555
20,2373,98.59654712677002,8083,10456,0.01742962,,0.95,qwen/qwen3.5-122b-a10b,0.0
21,2549,140.88717079162598,10277,12826,0.0220389,,0.95,qwen/qwen3.5-122b-a10b,0.15
22,1507,118.59481954574584,8554,10061,0.01818414,,0.95,qwen/qwen3.5-122b-a10b,0.0769230769230769
23,2478,137.38081860542297,11563,14041,0.0284946,,0.95,qwen/qwen3.5-122b-a10b,0.0588235294117647
24,1349,103.32710194587708,7460,8809,0.01586754,,0.95,qwen/qwen3.5-122b-a10b,0.1428571428571428
25,2120,117.19821834564208,9558,11678,0.0235752,,0.95,qwen/qwen3.5-122b-a10b,0.131578947368421
26,2672,78.4402551651001,10540,13212,0.0260976,,0.95,qwen/qwen3.5-122b-a10b,0.1351351351351351
27,2219,136.52536940574646,11537,13756,0.0283545,,0.95,qwen/qwen3.5-122b-a10b,0.1714285714285714
28,884,102.31267952919006,9180,10064,0.0222972,,0.95,qwen/qwen3.5-122b-a10b,0.1052631578947368
29,1495,64.27329516410828,8553,10048,0.0209757,,0.95,qwen/qwen3.5-122b-a10b,0.2727272727272727
30,1133,79.53378868103027,8757,9890,0.01850914,,0.95,qwen/qwen3.5-122b-a10b,0.2307692307692307
31,1868,133.5797655582428,11278,13146,0.0276276,,0.95,qwen/qwen3.5-122b-a10b,0.0909090909090909
32,1026,127.63932085037231,9337,10363,0.01968772,,0.95,qwen/qwen3.5-122b-a10b,0.1052631578947368
33,1120,83.25136923789978,8494,9614,0.0207216,,0.95,qwen/qwen3.5-122b-a10b,0.1923076923076923
34,2486,105.59722828865053,8822,11308,0.0219186,,0.95,qwen/qwen3.5-122b-a10b,0.0
35,2757,84.83175444602966,9392,12149,0.02025218,,0.95,qwen/qwen3.5-122b-a10b,0.125
36,1682,111.33405661582948,8019,9701,0.01711684,,0.95,qwen/qwen3.5-122b-a10b,0.0
37,2296,129.71867895126343,11158,13454,0.027468,,0.95,qwen/qwen3.5-122b-a10b,0.1739130434782608
38,2358,100.22020602226256,10155,12513,0.02173548,,0.95,qwen/qwen3.5-122b-a10b,0.0833333333333333
39,1961,115.76986479759216,9804,11765,0.02090218,,0.95,qwen/qwen3.5-122b-a10b,0.2307692307692307
40,2793,132.55728435516355,12937,15730,0.02763514,,0.95,qwen/qwen3.5-122b-a10b,0.0285714285714285
41,2032,116.49116945266724,9288,11320,0.0305344,,0.95,qwen/qwen3.5-122b-a10b,0.0
42,1735,77.17313241958618,7971,9706,0.01703078,,0.95,qwen/qwen3.5-122b-a10b,0.25
43,1612,109.69605350494383,9020,10632,0.0221316,,0.95,qwen/qwen3.5-122b-a10b,0.1311475409836065
44,1981,84.2048180103302,7958,9939,0.0196935,,0.95,qwen/qwen3.5-122b-a10b,0.1111111111111111
45,2532,82.52964162826538,8233,10765,0.01778296,,0.95,qwen/qwen3.5-122b-a10b,0.0
46,2720,81.00545310974121,8743,11463,0.0217992,,0.95,qwen/qwen3.5-122b-a10b,0.2222222222222222
47,2451,114.17512226104736,11756,14207,0.0289497,,0.95,qwen/qwen3.5-122b-a10b,0.2333333333333333
48,2221,159.0138008594513,13730,15951,0.0448244,,0.95,qwen/qwen3.5-122b-a10b,0.2
49,1847,85.48339509963989,8752,10599,0.0215589,,0.95,qwen/qwen3.5-122b-a10b,0.1724137931034483
50,2380,129.98802781105042,11195,13575,0.027582,,0.95,qwen/qwen3.5-122b-a10b,0.1219512195121951
51,2664,111.03612494468688,11319,13983,0.0279648,,0.95,qwen/qwen3.5-122b-a10b,0.1111111111111111
52,3128,142.1938674449921,12593,15721,0.0415488,,0.95,qwen/qwen3.5-122b-a10b,0.0
53,2253,77.67239475250244,7737,9990,0.01667874,,0.95,qwen/qwen3.5-122b-a10b,0.1142857142857142
54,2321,100.22052311897278,9380,11701,0.02011386,,0.95,qwen/qwen3.5-122b-a10b,0.1363636363636363
55,1942,85.32866382598877,8792,10734,0.0216834,,0.95,qwen/qwen3.5-122b-a10b,0.1081081081081081
56,2213,109.34575819969176,13052,15265,0.02772354,,0.95,qwen/qwen3.5-122b-a10b,0.0526315789473684
57,2155,105.6960711479187,10135,12290,0.0216411,,0.95,qwen/qwen3.5-122b-a10b,0.0
58,2199,90.47089290618896,10695,12894,0.0351036,,0.95,qwen/qwen3.5-122b-a10b,0.0833333333333333
59,2168,68.15685081481934,6610,8778,0.01431248,,0.95,qwen/qwen3.5-122b-a10b,0.0416666666666666
60,2730,96.91046953201294,10479,13209,0.02250612,,0.95,qwen/qwen3.5-122b-a10b,0.05
61,1883,95.32034087181091,9559,11442,0.0235065,,0.95,qwen/qwen3.5-122b-a10b,0.04
62,3654,107.120619058609,9769,13423,0.0327224,,0.95,qwen/qwen3.5-122b-a10b,0.1818181818181818
63,2810,101.2101273536682,11666,14476,0.02499588,,0.95,qwen/qwen3.5-122b-a10b,0.0
64,1993,112.14718341827393,11511,13504,0.0282243,,0.95,qwen/qwen3.5-122b-a10b,0.0476190476190476
65,1935,95.86105990409852,10951,12886,0.02328118,,0.95,qwen/qwen3.5-122b-a10b,0.0714285714285714
66,1424,77.71145844459534,8036,9460,0.01708512,,0.95,qwen/qwen3.5-122b-a10b,0.0
67,1957,91.16681265830994,9349,11306,0.0230247,,0.95,qwen/qwen3.5-122b-a10b,0.1333333333333333
68,2446,110.2220709323883,10681,13127,0.02285244,,0.95,qwen/qwen3.5-122b-a10b,0.1333333333333333
69,2300,82.55160403251648,8665,10965,0.021486,,0.95,qwen/qwen3.5-122b-a10b,0.0
70,2019,93.91036248207092,7947,9966,0.0196785,,0.95,qwen/qwen3.5-122b-a10b,0.0857142857142857
71,2035,124.7659101486206,11659,13694,0.0285921,,0.95,qwen/qwen3.5-122b-a10b,0.0384615384615384
72,3032,87.16411519050598,8268,11300,0.0207528,,0.95,qwen/qwen3.5-122b-a10b,0.0
73,2096,124.30742597579956,12985,15081,0.0317928,,0.95,qwen/qwen3.5-122b-a10b,0.0
74,2328,86.5510323047638,9493,11821,0.0234816,,0.95,qwen/qwen3.5-122b-a10b,0.0
75,1955,97.66191625595091,9226,11181,0.01969838,,0.95,qwen/qwen3.5-122b-a10b,0.0652173913043478
76,2476,69.16133570671082,8028,10504,0.017342,,0.95,qwen/qwen3.5-122b-a10b,0.2857142857142857
77,2505,99.68991732597352,10107,12612,0.02167386,,0.95,qwen/qwen3.5-122b-a10b,0.2105263157894736
78,3475,70.67089653015137,8278,11753,0.0278796,,0.95,qwen/qwen3.5-122b-a10b,0.3333333333333333
79,2521,92.02141261100768,8936,11457,0.0222027,,0.95,qwen/qwen3.5-122b-a10b,0.15
80,2387,101.214914560318,9507,11894,0.0313772,,0.95,qwen/qwen3.5-122b-a10b,0.1034482758620689
0,2079,2.116717576980591,976,3055,0.00018203,,,meta-llama/llama-3.1-8b-instruct,0.2702702702702703
1,1576,20.41674208641052,814,2390,7.222e-05,,,meta-llama/llama-3.1-8b-instruct,0.2631578947368421
2,2397,2.2337005138397217,1122,3519,0.00020961,,,meta-llama/llama-3.1-8b-instruct,0.3333333333333333
3,3006,17.442814111709595,1655,4661,0.00023913,,,meta-llama/llama-3.1-8b-instruct,0.24
4,1444,42.72883105278015,1928,3372,0.00021684,,,meta-llama/llama-3.1-8b-instruct,0.1739130434782608
5,2416,16.08529496192932,727,3143,0.00013791,,,meta-llama/llama-3.1-8b-instruct,0.3529411764705882
6,2173,630.9960560798645,9915,12088,0.00063836,,,meta-llama/llama-3.1-8b-instruct,0.1794871794871795
7,1980,1.5733764171600342,752,2732,0.00015916,,,meta-llama/llama-3.1-8b-instruct,0.0
8,2591,266.2458484172821,3457,6048,0.00025924,,,meta-llama/llama-3.1-8b-instruct,0.1578947368421052
9,3379,16.130850315093994,580,3959,9.658e-05,,,meta-llama/llama-3.1-8b-instruct,0.0909090909090909
10,1788,21.420722007751465,862,2650,7.886e-05,,,meta-llama/llama-3.1-8b-instruct,0.1666666666666666
11,1859,8.968101739883423,416,2275,5.798e-05,,,meta-llama/llama-3.1-8b-instruct,0.1463414634146341
12,1651,84.42339849472046,7483,9134,0.000723,,,meta-llama/llama-3.1-8b-instruct,0.0
13,1390,57.58463263511658,742,2132,7.232e-05,,,meta-llama/llama-3.1-8b-instruct,0.25
14,2241,514.7066762447357,7415,9656,0.00048972,,,meta-llama/llama-3.1-8b-instruct,0.1666666666666666
15,2718,20.716897010803223,406,3124,7.466e-05,,,meta-llama/llama-3.1-8b-instruct,0.3181818181818182
16,2242,974.9969398975372,15550,17792,0.00097784,,,meta-llama/llama-3.1-8b-instruct,0.3076923076923077
17,2287,44.92393326759338,677,2964,8.636e-05,,,meta-llama/llama-3.1-8b-instruct,0.4545454545454545
18,1922,7.146207094192505,317,2239,5.429e-05,,,meta-llama/llama-3.1-8b-instruct,0.1818181818181818
19,3020,31.58579158782959,1240,4260,0.0001224,,,meta-llama/llama-3.1-8b-instruct,0.4
20,2686,26.506123304367065,1046,3732,0.00010602,,,meta-llama/llama-3.1-8b-instruct,0.0
21,2948,32.39852571487427,1259,4207,0.00012191,,,meta-llama/llama-3.1-8b-instruct,0.2857142857142857
22,1646,44.25112533569336,1801,3447,0.00012297,,,meta-llama/llama-3.1-8b-instruct,0.1785714285714285
23,2753,252.6413893699646,3253,6006,0.00025024,,,meta-llama/llama-3.1-8b-instruct,0.1
24,1538,28.95895290374756,1170,2708,8.926e-05,,,meta-llama/llama-3.1-8b-instruct,0.0606060606060606
25,2378,224.3122639656067,2827,5205,0.00021718,,,meta-llama/llama-3.1-8b-instruct,0.2045454545454545
26,2975,49.79382276535034,2251,5226,0.00029184,,,meta-llama/llama-3.1-8b-instruct,0.1333333333333333
27,2547,42.830546140670776,3747,6294,0.00041364,,,meta-llama/llama-3.1-8b-instruct,0.2307692307692307
28,944,422.01974606513977,5838,6782,0.00036916,,,meta-llama/llama-3.1-8b-instruct,0.1724137931034483
29,1655,4.728342056274414,418,2073,8.727e-05,,,meta-llama/llama-3.1-8b-instruct,0.0909090909090909
30,1213,23.216327667236328,945,2158,7.151e-05,,,meta-llama/llama-3.1-8b-instruct,0.0625
31,2132,308.30772042274475,4181,6313,0.0002935,,,meta-llama/llama-3.1-8b-instruct,0.0909090909090909
32,1036,255.5797543525696,3296,4332,0.00021848,,,meta-llama/llama-3.1-8b-instruct,0.1470588235294117
33,1157,160.82396507263184,7423,8580,0.00070278,,,meta-llama/llama-3.1-8b-instruct,0.1612903225806451
34,2781,15.54341721534729,640,3421,8.762e-05,,,meta-llama/llama-3.1-8b-instruct,0.0
35,3282,1.850989818572998,949,4231,0.00024002,,,meta-llama/llama-3.1-8b-instruct,0.238095238095238
36,1869,32.070812940597534,1242,3111,9.948e-05,,,meta-llama/llama-3.1-8b-instruct,0.0625
37,2538,136.9825758934021,6371,8909,0.00064953,,,meta-llama/llama-3.1-8b-instruct,0.15625
38,2634,40.376914262771606,3517,6151,0.00039555,,,meta-llama/llama-3.1-8b-instruct,0.125
39,2192,623.4414992332458,9766,11958,0.0006298,,,meta-llama/llama-3.1-8b-instruct,0.2142857142857142
40,3109,14.425570249557495,1394,4503,0.00021873,,,meta-llama/llama-3.1-8b-instruct,0.225
41,2271,59.8379065990448,4594,6865,0.00048159,,,meta-llama/llama-3.1-8b-instruct,0.1875
42,1897,37.06651782989502,1478,3375,0.00011184,,,meta-llama/llama-3.1-8b-instruct,0.1875
43,1745,54.987786293029785,723,2468,7.828e-05,,,meta-llama/llama-3.1-8b-instruct,0.1666666666666666
44,2289,510.5769610404968,7387,9676,0.000489,,,meta-llama/llama-3.1-8b-instruct,0.25
45,2916,63.443424701690674,867,3783,0.00011034,,,meta-llama/llama-3.1-8b-instruct,0.0
46,3088,22.770362377166748,810,3898,0.00010226,,,meta-llama/llama-3.1-8b-instruct,0.24
47,2656,433.26232051849365,6062,8718,0.00041684,,,meta-llama/llama-3.1-8b-instruct,0.3055555555555556
48,2437,516.1485977172852,7579,10016,0.00050348,,,meta-llama/llama-3.1-8b-instruct,0.2727272727272727
49,2042,231.46515345573425,2970,5012,0.00021904,,,meta-llama/llama-3.1-8b-instruct,0.4516129032258064
50,2739,19.290624141693115,788,3527,9.418e-05,,,meta-llama/llama-3.1-8b-instruct,0.2727272727272727
51,3116,1016.2432489395142,16384,19500,0.00104536,,,meta-llama/llama-3.1-8b-instruct,0.217391304347826
52,3551,22.56850242614746,970,4521,0.00011952,,,meta-llama/llama-3.1-8b-instruct,0.3333333333333333
53,2510,29.20080804824829,1345,3855,0.00011745,,,meta-llama/llama-3.1-8b-instruct,0.1351351351351351
54,2611,49.5075421333313,2215,4826,0.00027768,,,meta-llama/llama-3.1-8b-instruct,0.2553191489361702
55,2185,672.8506987094879,10876,13061,0.00069626,,,meta-llama/llama-3.1-8b-instruct,0.2195121951219512
56,2478,2.1518826484680176,1260,3738,0.0002247,,,meta-llama/llama-3.1-8b-instruct,0.131578947368421
57,2434,12.604567527770996,501,2935,7.373e-05,,,meta-llama/llama-3.1-8b-instruct,0.0
58,2474,2.174018144607544,1147,3621,0.00021546,,,meta-llama/llama-3.1-8b-instruct,0.2
59,2429,513.2668037414551,7586,10015,0.00050374,,,meta-llama/llama-3.1-8b-instruct,0.0833333333333333
60,3092,53.57011890411377,2556,5648,0.00018964,,,meta-llama/llama-3.1-8b-instruct,0.1904761904761904
61,2098,2.1124157905578613,1132,3230,0.00019546,,,meta-llama/llama-3.1-8b-instruct,0.2758620689655172
62,4139,20.565213203430176,1074,5213,0.00013648,,,meta-llama/llama-3.1-8b-instruct,0.0625
63,3210,19.690074920654297,994,4204,0.0001139,,,meta-llama/llama-3.1-8b-instruct,0.0588235294117647
64,2172,40.48944878578186,510,2682,7.404e-05,,,meta-llama/llama-3.1-8b-instruct,0.1666666666666666
65,2169,32.80669331550598,2907,5076,0.0003267,,,meta-llama/llama-3.1-8b-instruct,0.1777777777777777
66,1546,7.651432991027832,690,2236,0.00010848,,,meta-llama/llama-3.1-8b-instruct,0.0
67,2141,16.53701686859131,1003,3144,9.297e-05,,,meta-llama/llama-3.1-8b-instruct,0.2272727272727272
68,2790,56.267152309417725,4259,7049,0.00046701,,,meta-llama/llama-3.1-8b-instruct,0.09375
69,2673,236.5456578731537,3042,5715,0.00023598,,,meta-llama/llama-3.1-8b-instruct,0.0
70,2248,11.26405382156372,646,2894,7.726e-05,,,meta-llama/llama-3.1-8b-instruct,0.1714285714285714
71,2265,9.77046251296997,572,2837,7.39e-05,,,meta-llama/llama-3.1-8b-instruct,0.1538461538461538
72,3401,20.81240010261536,1265,4666,0.00013127,,,meta-llama/llama-3.1-8b-instruct,0.2
73,2255,11.23740029335022,701,2956,8.015e-05,,,meta-llama/llama-3.1-8b-instruct,0.0
74,2543,27.055923461914062,942,3485,9.796e-05,,,meta-llama/llama-3.1-8b-instruct,0.0
75,2152,514.7291920185089,7811,9963,0.0005117,,,meta-llama/llama-3.1-8b-instruct,0.1964285714285714
76,2840,312.6024899482727,4164,7004,0.00030664,,,meta-llama/llama-3.1-8b-instruct,0.0
77,2846,52.78582382202149,1211,4057,0.00077809,,,meta-llama/llama-3.1-8b-instruct,0.25
78,3984,254.8083503246308,3447,7431,0.0002865,,,meta-llama/llama-3.1-8b-instruct,0.25
79,2854,16.85621976852417,937,3791,0.00010393,,,meta-llama/llama-3.1-8b-instruct,0.1666666666666666
80,2736,25.25830578804016,1112,3848,0.00011032,,,meta-llama/llama-3.1-8b-instruct,0.2222222222222222
0,2060,26.801645278930664,1278,3338,0.0010922,,,meta-llama/llama-3.3-70b-instruct,0.0714285714285714
1,1577,25.942329168319706,1002,2579,0.000613695,,,meta-llama/llama-3.3-70b-instruct,0.0476190476190476
2,2378,31.0439772605896,1226,3604,0.00081143,,,meta-llama/llama-3.3-70b-instruct,0.1818181818181818
3,3026,84.87248373031616,1230,4256,0.00083052,,,meta-llama/llama-3.3-70b-instruct,0.0454545454545454
4,1445,30.60739231109619,1158,2603,0.00065105,,,meta-llama/llama-3.3-70b-instruct,0.0588235294117647
5,2417,10.727566003799438,1307,3724,0.0015845,,,meta-llama/llama-3.3-70b-instruct,0.24
6,2193,83.61800193786621,1217,3410,0.00072562,,,meta-llama/llama-3.3-70b-instruct,0.1081081081081081
7,1961,29.90162491798401,1235,3196,0.000758735,,,meta-llama/llama-3.3-70b-instruct,0.0
8,2592,24.278482913970947,983,3575,0.00073016,,,meta-llama/llama-3.3-70b-instruct,0.0
9,3399,24.775997161865234,1236,4635,0.00093627,,,meta-llama/llama-3.3-70b-instruct,0.0
10,1789,19.448685884475708,938,2727,0.00086258,,,meta-llama/llama-3.3-70b-instruct,0.0714285714285714
11,1879,89.54111886024475,1343,3222,0.00073582,,,meta-llama/llama-3.3-70b-instruct,0.0256410256410256
12,1671,1041.8541643619535,16384,18055,0.00642644,,,meta-llama/llama-3.3-70b-instruct,0.0
13,1391,25.034467697143555,968,2359,0.000574985,,,meta-llama/llama-3.3-70b-instruct,0.06
14,2242,32.28035926818848,1342,3584,0.00083947,,,meta-llama/llama-3.3-70b-instruct,0.0
15,2719,30.385642051696777,1258,3977,0.000870265,,,meta-llama/llama-3.3-70b-instruct,0.1052631578947368
16,2243,31.268604516983032,1198,3441,0.00077079,,,meta-llama/llama-3.3-70b-instruct,0.1818181818181818
17,2288,30.087389707565308,1424,3712,0.00121536,,,meta-llama/llama-3.3-70b-instruct,0.0
18,1923,10.420608282089232,1158,3081,0.00134925,,,meta-llama/llama-3.3-70b-instruct,0.1052631578947368
19,3021,32.98564958572388,1326,4347,0.000938235,,,meta-llama/llama-3.3-70b-instruct,0.0
20,2706,85.23824000358582,1237,3943,0.00079478,,,meta-llama/llama-3.3-70b-instruct,0.0
21,2949,39.76945734024048,1547,4496,0.00100217,,,meta-llama/llama-3.3-70b-instruct,0.1578947368421052
22,1666,95.17801070213318,1475,3141,0.00076042,,,meta-llama/llama-3.3-70b-instruct,0.0384615384615384
23,2754,25.59549307823181,974,3728,0.00074762,,,meta-llama/llama-3.3-70b-instruct,0.0625
24,1539,28.107749700546265,1155,2694,0.000669765,,,meta-llama/llama-3.3-70b-instruct,0.0303030303030303
25,2398,89.00933265686035,1332,3730,0.00079392,,,meta-llama/llama-3.3-70b-instruct,0.0
26,2995,26.90997314453125,1376,4371,0.00093975,,,meta-llama/llama-3.3-70b-instruct,0.0769230769230769
27,2548,29.81446361541748,1175,3723,0.00081398,,,meta-llama/llama-3.3-70b-instruct,0.064516129032258
28,945,23.62730050086975,914,1859,0.000493175,,,meta-llama/llama-3.3-70b-instruct,0.25
29,1656,27.1868999004364,1109,2765,0.00066716,,,meta-llama/llama-3.3-70b-instruct,0.1
30,1214,38.945494651794434,1458,2672,0.00074102,,,meta-llama/llama-3.3-70b-instruct,0.0
31,2133,25.86179661750793,1025,3158,0.00068729,,,meta-llama/llama-3.3-70b-instruct,0.1111111111111111
32,1056,80.39720749855042,1141,2197,0.0005603,,,meta-llama/llama-3.3-70b-instruct,0.0476190476190476
33,1158,7.805097103118896,869,2027,0.00094125,,,meta-llama/llama-3.3-70b-instruct,0.1111111111111111
34,2782,10.806008100509644,1230,4012,0.001618,,,meta-llama/llama-3.3-70b-instruct,0.0
35,3282,82.55685472488403,1190,4472,0.00084604,,,meta-llama/llama-3.3-70b-instruct,0.125
36,1870,43.12848258018494,1646,3516,0.0009015,,,meta-llama/llama-3.3-70b-instruct,0.0
37,2539,25.06166672706604,973,3512,0.000731965,,,meta-llama/llama-3.3-70b-instruct,0.08
38,2654,78.55266213417053,1104,3758,0.000738,,,meta-llama/llama-3.3-70b-instruct,0.08
39,2212,25.22818350791931,1268,3480,0.00079476,,,meta-llama/llama-3.3-70b-instruct,0.1538461538461538
40,3129,72.9330940246582,1064,4193,0.0007798,,,meta-llama/llama-3.3-70b-instruct,0.0857142857142857
41,2272,35.096309661865234,1530,3802,0.00091872,,,meta-llama/llama-3.3-70b-instruct,0.0714285714285714
42,1898,19.977211713790894,778,2676,0.00055794,,,meta-llama/llama-3.3-70b-instruct,0.0
43,1746,10.571219444274902,1286,3032,0.001401,,,meta-llama/llama-3.3-70b-instruct,0.1147540983606557
44,2309,79.80281376838684,1363,3672,0.00079502,,,meta-llama/llama-3.3-70b-instruct,0.0
45,2917,32.060630798339844,1683,4600,0.00148324,,,meta-llama/llama-3.3-70b-instruct,0.125
46,3089,8.394598007202148,1038,4127,0.00155075,,,meta-llama/llama-3.3-70b-instruct,0.0526315789473684
47,2676,69.94305324554443,1160,3836,0.00076192,,,meta-llama/llama-3.3-70b-instruct,0.2
48,2438,13.87956690788269,1293,3731,0.00264901,,,meta-llama/llama-3.3-70b-instruct,0.125
49,2062,23.293847799301147,966,3028,0.00065446,,,meta-llama/llama-3.3-70b-instruct,0.1379310344827586
50,2759,33.747331857681274,1454,4213,0.00094027,,,meta-llama/llama-3.3-70b-instruct,0.073170731707317
51,3117,15.279732942581177,804,3921,0.00108774,,,meta-llama/llama-3.3-70b-instruct,0.0222222222222222
52,3552,25.04604697227478,1352,4904,0.00145744,,,meta-llama/llama-3.3-70b-instruct,0.0
53,2511,32.30917239189148,1267,3778,0.00083323,,,meta-llama/llama-3.3-70b-instruct,0.0555555555555555
54,2612,11.672807693481444,1350,3962,0.0016655,,,meta-llama/llama-3.3-70b-instruct,0.0909090909090909
55,2186,9.842923402786257,1190,3376,0.001439,,,meta-llama/llama-3.3-70b-instruct,0.0512820512820512
56,2459,9.695011615753174,1228,3687,0.00153575,,,meta-llama/llama-3.3-70b-instruct,0.0526315789473684
57,2435,39.63122963905335,1494,3929,0.000926325,,,meta-llama/llama-3.3-70b-instruct,0.0
58,2474,24.24653959274292,1042,3516,0.00073842,,,meta-llama/llama-3.3-70b-instruct,0.027027027027027
59,2430,24.888891220092773,1139,3569,0.00078365,,,meta-llama/llama-3.3-70b-instruct,0.0416666666666666
60,3112,66.32335042953491,1123,4235,0.00080018,,,meta-llama/llama-3.3-70b-instruct,0.05
61,2098,24.11825919151306,1055,3153,0.00069474,,,meta-llama/llama-3.3-70b-instruct,0.0
62,4159,67.06132125854492,1152,5311,0.00093684,,,meta-llama/llama-3.3-70b-instruct,0.0
63,3230,62.80166244506836,1059,4289,0.00079002,,,meta-llama/llama-3.3-70b-instruct,0.0
64,2192,57.49964237213135,931,3123,0.00061682,,,meta-llama/llama-3.3-70b-instruct,0.0444444444444444
65,2170,11.847180366516112,1089,3259,0.00231389,,,meta-llama/llama-3.3-70b-instruct,0.0238095238095238
66,1566,66.46445751190186,1171,2737,0.0006329,,,meta-llama/llama-3.3-70b-instruct,0.0
67,2161,65.66149377822876,1154,3315,0.00069784,,,meta-llama/llama-3.3-70b-instruct,0.1333333333333333
68,2810,85.10290765762329,1538,4348,0.00092164,,,meta-llama/llama-3.3-70b-instruct,0.1071428571428571
69,2693,113.93339252471924,1854,4547,0.00102768,,,meta-llama/llama-3.3-70b-instruct,0.0
70,2249,7.960512638092041,965,3214,0.001286,,,meta-llama/llama-3.3-70b-instruct,0.0857142857142857
