index,score,judging_cost,score_Judge (gpt-5-nano),score_Judge (Qwen3.6-35B-A3B-FP8),score_Judge (DeepSeek-V4-Flash),legal_ref_sim,finish_reason,prompt_tokens,time,completion_tokens,total_tokens,total_cost,model,temperature,top_p,score_Judge (qwen3.6-35b-a3b)
45,0.0,,0.0,0.0,0.0,0.0,error,,20.97589612007141,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
46,0.0,,0.0,0.0,0.0,0.0,error,,30.91617512702942,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
47,0.0,,0.0,0.0,0.0,0.0,error,,16.86347985267639,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
48,0.0,,0.0,0.0,0.0,0.0,error,,8.949137926101685,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
49,0.0,,0.0,0.0,0.0,0.0,error,,8.494212865829468,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
50,0.0,,0.0,0.0,0.0,0.0,error,,34.37267780303955,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
51,0.0,,0.0,0.0,0.0,0.0,error,,16.41816544532776,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
52,0.0,,0.0,0.0,0.0,0.0,error,,44.549949645996094,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
53,0.0,,0.0,0.0,0.0,0.0,error,,13.784751653671265,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
54,0.0,,0.0,0.0,0.0,0.0,error,,21.01239776611328,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
55,0.0,,0.0,0.0,0.0,0.0,error,,15.897255897521973,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
56,0.0,,0.0,0.0,0.0,0.0,error,,15.477195978164673,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
57,0.0,,0.0,0.0,0.0,0.0,error,,1.0687026977539062,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
58,0.0,,0.0,0.0,0.0,0.0,error,,21.73799180984497,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
59,0.0,,0.0,0.0,0.0,0.0,error,,8.546411514282227,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
60,0.0,,0.0,0.0,0.0,0.0,error,,44.60469198226929,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
61,0.0,,0.0,0.0,0.0,0.0,error,,28.15509986877441,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
62,0.0,,0.0,0.0,0.0,0.0,error,,21.042009830474854,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
63,0.0,,0.0,0.0,0.0,0.0,error,,10.420676946640016,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
64,0.0,,0.0,0.0,0.0,0.0,error,,12.069200992584229,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
65,0.0,,0.0,0.0,0.0,0.0,error,,4.977171182632446,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
66,0.0,,0.0,0.0,0.0,0.0,error,,35.8253812789917,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
67,0.0,,0.0,0.0,0.0,0.0,error,,28.9481897354126,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
68,0.0,,0.0,0.0,0.0,0.0,error,,50.33438420295715,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
69,0.0,,0.0,0.0,0.0,0.0,error,,71.31487703323364,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
70,0.0,,0.0,0.0,0.0,0.0,error,,78.28001046180725,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
71,0.0,,0.0,0.0,0.0,0.0,error,,20.036497831344604,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
72,0.0,,0.0,0.0,0.0,0.0,error,,15.503859758377075,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
73,0.0,,0.0,0.0,0.0,0.0,error,,8.19113039970398,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
74,0.0,,0.0,0.0,0.0,0.0,error,,15.095228672027588,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
75,0.0,,0.0,0.0,0.0,0.0,error,,1.1124072074890137,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
76,0.0,,0.0,0.0,0.0,0.0,error,,18.909060955047607,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
77,0.0,,0.0,0.0,0.0,0.0,error,,19.01777529716492,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
78,0.0,,0.0,0.0,0.0,0.0,error,,9.7937753200531,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
79,0.0,,0.0,0.0,0.0,0.0,error,,19.48028802871704,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
80,0.0,,0.0,0.0,0.0,0.0,error,,5.601886510848999,,,,mistralai/mistral-small-3.1-24b-instruct,0.3,,
0,0.4,,0.4,0.5,0.5,0.1929824561403508,stop,2000.0,67.51213073730469,4197.0,6197.0,0.0070579,mistralai/mistral-large-2512,0.0645,,
1,0.3,,0.3,0.4,0.3,0.1818181818181818,stop,1606.0,90.42053318023682,6248.0,7854.0,0.0099374,mistralai/mistral-large-2512,0.0645,,
2,0.2,,0.4,0.4,0.2,0.1521739130434782,stop,2279.0,99.45803642272948,6679.0,8958.0,0.011158,mistralai/mistral-large-2512,0.0645,,
3,0.3,,0.3,0.8,0.4,0.2222222222222222,stop,2767.0,81.6234142780304,5137.0,7904.0,0.0088514,mistralai/mistral-large-2512,0.0645,,
4,0.1,,0.4,0.3,0.1,0.0983606557377049,stop,1473.0,68.66336560249329,4105.0,5578.0,0.0066564,mistralai/mistral-large-2512,0.0645,,
5,0.4,,0.5,0.6,0.4,0.3225806451612903,stop,2348.0,67.29586338996887,4312.0,6660.0,0.0074044,mistralai/mistral-large-2512,0.0645,,
6,0.0,,0.4,0.2,0.0,0.1232876712328767,stop,2112.0,76.66126441955566,4943.0,7055.0,0.0082329,mistralai/mistral-large-2512,0.0645,,
7,0.1,,0.1,0.4,0.2,0.4,stop,1937.0,65.03548550605774,4171.0,6108.0,0.0069874,mistralai/mistral-large-2512,0.0645,,
8,0.1,,0.2,0.3,0.1,0.0983606557377049,stop,2501.0,69.65036654472351,4454.0,6955.0,0.0076939,mistralai/mistral-large-2512,0.0645,,
9,0.4,,0.6,0.6,0.4,0.1333333333333333,stop,3110.0,69.6799373626709,4297.0,7407.0,0.0077629,mistralai/mistral-large-2512,0.0645,,
10,0.3,,0.6,0.4,0.3,0.3076923076923077,stop,1765.0,38.9177303314209,2356.0,4121.0,0.0041789,mistralai/mistral-large-2512,0.0645,,
11,0.2,,,0.4,0.2,0.1492537313432835,stop,1838.0,62.70865225791931,4273.0,6111.0,0.0070909,mistralai/mistral-large-2512,0.0645,,
12,0.6,,0.7,0.6,0.6,0.3333333333333333,stop,1634.0,92.59628081321716,5626.0,7260.0,0.0090184,mistralai/mistral-large-2512,0.0645,,
13,0.1,,0.5,0.4,0.1,0.0886075949367088,stop,1431.0,49.574801206588745,2994.0,4425.0,0.0049689,mistralai/mistral-large-2512,0.0645,,
14,0.3,,0.6,0.4,0.3,0.1206896551724138,stop,2192.0,66.75132083892822,4453.0,6645.0,0.0075379,mistralai/mistral-large-2512,0.0645,,
15,0.3,,0.4,0.5,0.3,0.2166666666666666,stop,2554.0,84.3600423336029,5335.0,7889.0,0.0090419,mistralai/mistral-large-2512,0.0645,,
16,0.3,,0.6,0.6,0.3,0.3611111111111111,stop,2148.0,49.0704562664032,3235.0,5383.0,0.0056889,mistralai/mistral-large-2512,0.0645,,
17,0.4,,0.4,0.5,0.5,0.1702127659574468,stop,2198.0,64.52068710327148,3867.0,6065.0,0.0066619,mistralai/mistral-large-2512,0.0645,,
18,0.3,,0.5,0.3,0.4,0.1014492753623188,stop,1911.0,53.681705951690674,3338.0,5249.0,0.0057249,mistralai/mistral-large-2512,0.0645,,
19,0.2,,0.3,0.4,0.2,0.2391304347826087,stop,2832.0,68.61472630500793,4347.0,7179.0,0.0076989,mistralai/mistral-large-2512,0.0645,,
20,0.1,,0.6,0.5,0.1,0.0652173913043478,stop,2508.0,95.81275391578674,6370.0,8878.0,0.0105714,mistralai/mistral-large-2512,0.0645,,
21,0.4,,0.6,0.5,0.4,0.2264150943396226,stop,2714.0,76.12264442443848,4791.0,7505.0,0.0085435,mistralai/mistral-large-2512,0.0645,,
22,0.3,,0.3,0.3,0.3,0.1818181818181818,stop,1637.0,67.67926216125488,3981.0,5618.0,0.00679,mistralai/mistral-large-2512,0.0645,,
23,0.3,,0.3,0.5,0.3,0.1964285714285714,stop,2632.0,68.98470616340637,4296.0,6928.0,0.00776,mistralai/mistral-large-2512,0.0645,,
24,0.2,,0.4,0.4,0.2,0.1929824561403508,stop,1499.0,45.79885244369507,2827.0,4326.0,0.00499,mistralai/mistral-large-2512,0.0645,,
25,0.3,,0.4,0.5,0.3,0.1641791044776119,stop,2304.0,65.50416326522827,4395.0,6699.0,0.0077445,mistralai/mistral-large-2512,0.0645,,
26,0.4,,0.7,0.5,0.4,0.072463768115942,stop,2792.0,77.78972053527832,4932.0,7724.0,0.008794,mistralai/mistral-large-2512,0.0645,,
27,0.2,,0.3,0.3,0.2,0.1641791044776119,stop,2421.0,64.97933864593506,3963.0,6384.0,0.0069174,mistralai/mistral-large-2512,0.0645,,
28,0.2,,0.3,0.4,0.2,0.0784313725490196,stop,1051.0,66.08058595657349,4130.0,5181.0,0.0064829,mistralai/mistral-large-2512,0.0645,,
29,0.2,,0.2,0.3,0.3,0.2857142857142857,stop,1629.0,43.02145862579346,2615.0,4244.0,0.0044994,mistralai/mistral-large-2512,0.0645,,
30,0.4,,0.4,0.6,0.4,0.1739130434782608,stop,1273.0,49.75095582008362,3227.0,4500.0,0.005225,mistralai/mistral-large-2512,0.0645,,
31,0.2,,0.7,0.4,0.2,0.2040816326530612,stop,2054.0,81.17352366447449,5067.0,7121.0,0.0083899,mistralai/mistral-large-2512,0.0645,,
32,0.2,,0.4,0.4,0.2,0.1866666666666666,stop,1166.0,69.46554589271545,4360.0,5526.0,0.0068854,mistralai/mistral-large-2512,0.0645,,
33,0.1,,0.4,0.3,0.1,0.1428571428571428,stop,1278.0,50.57062268257141,3036.0,4314.0,0.0049482,mistralai/mistral-large-2512,0.0645,,
34,0.3,,0.4,0.4,0.3,0.0869565217391304,stop,2617.0,57.13837289810181,3901.0,6518.0,0.0069224,mistralai/mistral-large-2512,0.0645,,
35,0.6,,0.6,0.6,0.6,0.2241379310344827,stop,2957.0,57.46227979660034,3387.0,6344.0,0.0063214,mistralai/mistral-large-2512,0.0645,,
36,0.25,,0.6,0.4,0.25,0.1166666666666666,stop,1843.0,53.15424036979675,3396.0,5239.0,0.0057779,mistralai/mistral-large-2512,0.0645,,
37,0.2,,0.3,0.5,0.2,0.0674157303370786,stop,2416.0,56.97904086112976,3805.0,6221.0,0.0066779,mistralai/mistral-large-2512,0.0645,,
38,0.3,,0.4,0.5,0.3,0.0588235294117647,stop,2491.0,60.53341293334961,3896.0,6387.0,0.0068519,mistralai/mistral-large-2512,0.0645,,
39,0.4,,0.6,0.6,0.4,0.3333333333333333,stop,2082.0,80.9252700805664,5082.0,7164.0,0.0084264,mistralai/mistral-large-2512,0.0645,,
40,0.2,,0.6,0.4,0.2,0.1547619047619047,stop,2926.0,65.89853620529175,4309.0,7235.0,0.0076889,mistralai/mistral-large-2512,0.0645,,
41,0.2,,0.9,0.4,0.2,0.2166666666666666,stop,2184.0,65.06322741508484,4218.0,6402.0,0.0071814,mistralai/mistral-large-2512,0.0645,,
42,0.3,,0.5,0.6,0.3,0.106060606060606,stop,1897.0,52.02209448814392,3135.0,5032.0,0.0054134,mistralai/mistral-large-2512,0.0645,,
43,0.3,,0.4,0.3,0.4,0.1951219512195122,stop,1756.0,72.99726176261902,4626.0,6382.0,0.0075794,mistralai/mistral-large-2512,0.0645,,
44,0.3,,0.6,0.7,0.3,0.2307692307692307,stop,2167.0,70.70859670639038,4763.0,6930.0,0.0079904,mistralai/mistral-large-2512,0.0645,,
45,0.3,,0.6,0.5,0.3,0.1219512195121951,stop,2675.0,95.96338176727296,6174.0,8849.0,0.0105985,mistralai/mistral-large-2512,0.0645,,
46,0.3,,0.3,0.6,0.3,0.15,stop,2853.0,56.090466022491455,3498.0,6351.0,0.0064359,mistralai/mistral-large-2512,0.0645,,
47,0.3,,0.6,0.4,0.3,0.2535211267605634,stop,2538.0,72.63818836212158,4675.0,7213.0,0.0080439,mistralai/mistral-large-2512,0.0645,,
48,0.2,,0.3,0.6,0.2,0.2653061224489796,stop,2303.0,86.74362802505493,5483.0,7786.0,0.0091384,mistralai/mistral-large-2512,0.0645,,
49,0.3,,0.7,0.6,0.3,0.391304347826087,stop,1974.0,64.67241382598877,4042.0,6016.0,0.00705,mistralai/mistral-large-2512,0.0645,,
50,0.2,,0.5,0.5,0.2,0.1363636363636363,stop,2560.0,51.13683581352234,3306.0,5866.0,0.0060014,mistralai/mistral-large-2512,0.0645,,
51,0.2,,0.8,0.6,0.2,0.15625,stop,2889.0,64.34106063842773,4038.0,6927.0,0.0072639,mistralai/mistral-large-2512,0.0645,,
52,0.2,,0.4,0.4,0.2,0.1304347826086956,stop,3239.0,63.04297947883606,4079.0,7318.0,0.0075004,mistralai/mistral-large-2512,0.0645,,
53,0.2,,0.5,0.5,0.2,0.1515151515151515,stop,2372.0,63.3447003364563,4087.0,6459.0,0.0073165,mistralai/mistral-large-2512,0.0645,,
54,0.2,,0.8,0.7,0.2,0.2222222222222222,stop,2513.0,97.79753708839417,6581.0,9094.0,0.0108904,mistralai/mistral-large-2512,0.0645,,
55,0.2,,0.6,0.4,0.2,0.1515151515151515,stop,2115.0,56.93940258026123,3389.0,5504.0,0.0059034,mistralai/mistral-large-2512,0.0645,,
56,0.3,,0.3,0.4,0.3,0.2266666666666666,stop,2322.0,70.84457087516785,4516.0,6838.0,0.0076974,mistralai/mistral-large-2512,0.0645,,
57,0.2,,0.4,0.4,0.2,0.2127659574468085,stop,2278.0,63.03905630111694,3990.0,6268.0,0.0068864,mistralai/mistral-large-2512,0.0645,,
58,0.3,,0.3,0.4,0.4,0.1358024691358024,stop,2316.0,54.38164687156677,3254.0,5570.0,0.0058014,mistralai/mistral-large-2512,0.0645,,
59,0.2,,0.5,0.5,0.2,0.2407407407407407,stop,2314.0,46.100804805755615,2527.0,4841.0,0.0047099,mistralai/mistral-large-2512,0.0645,,
60,0.3,,0.3,0.5,0.3,0.1,stop,2842.0,78.24442625045776,5070.0,7912.0,0.0087884,mistralai/mistral-large-2512,0.0645,,
61,0.25,,0.7,0.5,0.25,0.28125,stop,2047.0,86.65267252922058,5487.0,7534.0,0.0090164,mistralai/mistral-large-2512,0.0645,,
62,0.2,,0.6,0.6,0.2,0.24,stop,3810.0,86.62319755554199,5598.0,9408.0,0.0100644,mistralai/mistral-large-2512,0.0645,,
63,0.2,,0.4,0.3,0.2,0.3611111111111111,stop,2996.0,96.6195194721222,6487.0,9483.0,0.0109909,mistralai/mistral-large-2512,0.0645,,
64,0.4,,0.4,0.4,0.4,0.1294117647058823,stop,2152.0,60.29511713981629,3954.0,6106.0,0.0067694,mistralai/mistral-large-2512,0.0645,,
65,0.3,,0.8,0.5,0.3,0.1428571428571428,stop,2110.0,55.7440071105957,3301.0,5411.0,0.0057689,mistralai/mistral-large-2512,0.0645,,
66,0.3,,0.7,0.6,0.3,0.1,stop,1558.0,86.39847898483276,5570.0,7128.0,0.0088964,mistralai/mistral-large-2512,0.0645,,
67,0.2,,0.5,0.4,0.2,0.208955223880597,stop,2119.0,94.3892502784729,5842.0,7961.0,0.0095849,mistralai/mistral-large-2512,0.0645,,
68,0.3,,0.3,0.5,0.3,0.1014492753623188,stop,2609.0,54.311888456344604,3377.0,5986.0,0.00637,mistralai/mistral-large-2512,0.0645,,
69,0.1,,0.7,0.4,0.1,0.1136363636363636,stop,2502.0,77.1199643611908,5098.0,7600.0,0.0086604,mistralai/mistral-large-2512,0.0645,,
70,0.2,,0.2,0.2,0.2,0.1081081081081081,stop,2170.0,54.27965712547302,3286.0,5456.0,0.006014,mistralai/mistral-large-2512,0.0645,,
71,0.1,,0.3,0.3,0.1,0.1509433962264151,stop,2186.0,65.07362127304077,4126.0,6312.0,0.007282,mistralai/mistral-large-2512,0.0645,,
72,0.1,,0.1,0.3,0.2,0.2631578947368421,stop,3207.0,62.16258239746094,3976.0,7183.0,0.0073299,mistralai/mistral-large-2512,0.0645,,
73,0.4,,0.9,0.8,0.4,0.1688311688311688,stop,2211.0,67.74410223960876,4293.0,6504.0,0.0073074,mistralai/mistral-large-2512,0.0645,,
74,0.2,,0.3,0.5,0.2,0.265625,stop,2446.0,112.80410194396973,7106.0,9552.0,0.0116444,mistralai/mistral-large-2512,0.0645,,
75,0.3,,0.3,0.7,0.3,0.1354166666666666,stop,2106.0,68.17044711112976,4448.0,6554.0,0.0074874,mistralai/mistral-large-2512,0.0645,,
76,0.4,,0.7,0.7,0.4,0.2121212121212121,stop,2610.0,68.32980442047119,4155.0,6765.0,0.0072999,mistralai/mistral-large-2512,0.0645,,
77,0.3,,0.8,0.4,0.3,0.0972222222222222,stop,2671.0,57.00006103515625,3428.0,6099.0,0.0064775,mistralai/mistral-large-2512,0.0645,,
78,0.3,,0.4,0.5,0.3,0.2777777777777778,stop,3711.0,58.7861704826355,3819.0,7530.0,0.007584,mistralai/mistral-large-2512,0.0645,,
79,0.3,,0.4,0.5,0.3,0.2558139534883721,stop,2729.0,63.14017534255981,3922.0,6651.0,0.0070099,mistralai/mistral-large-2512,0.0645,,
80,0.4,,0.6,0.5,0.4,0.2372881355932203,stop,2522.0,69.31649565696716,4201.0,6723.0,0.0075625,mistralai/mistral-large-2512,0.0645,,
0,0.1,,0.4,0.3,0.1,0.1153846153846153,stop,1915.0,11.8805513381958,1053.0,2968.0,0.00091905,openai/gpt-4o-mini-2024-07-18,,,
1,0.2,,0.2,0.3,0.2,0.1025641025641025,stop,1505.0,13.920645713806152,1228.0,2733.0,0.00096255,openai/gpt-4o-mini-2024-07-18,,,
2,0.1,,0.4,0.3,0.1,0.0857142857142857,stop,2236.0,20.138328313827515,1515.0,3751.0,0.0012444,openai/gpt-4o-mini-2024-07-18,,,
3,0.2,,0.2,0.3,0.2,0.1136363636363636,stop,2628.0,12.679353713989258,1143.0,3771.0,0.00108,openai/gpt-4o-mini-2024-07-18,,,
4,0.2,,0.3,0.2,0.2,0.0612244897959183,stop,1381.0,12.716694831848145,1146.0,2527.0,0.00089475,openai/gpt-4o-mini-2024-07-18,,,
5,0.1,,0.2,0.2,0.1,0.0769230769230769,stop,2235.0,12.67082381248474,1145.0,3380.0,0.00102225,openai/gpt-4o-mini-2024-07-18,,,
6,0.1,,0.2,0.2,0.1,0.0461538461538461,stop,2030.0,11.678054332733154,1019.0,3049.0,0.0009159,openai/gpt-4o-mini-2024-07-18,,,
7,0.1,,0.2,0.3,0.1,0.1428571428571428,stop,1802.0,14.531185388565063,1303.0,3105.0,0.0010521,openai/gpt-4o-mini-2024-07-18,,,
8,0.0,,0.3,0.2,0.0,0.0185185185185185,stop,2378.0,12.491360425949097,1124.0,3502.0,0.0010311,openai/gpt-4o-mini-2024-07-18,,,
9,0.0,,0.3,0.2,0.0,0.0975609756097561,stop,3003.0,18.99302911758423,1395.0,4398.0,0.00128745,openai/gpt-4o-mini-2024-07-18,,,
10,0.2,,0.3,0.2,0.2,0.16,stop,1700.0,16.0034658908844,1317.0,3017.0,0.0010452,openai/gpt-4o-mini-2024-07-18,,,
11,0.1,,0.3,0.2,0.1,0.0163934426229508,stop,1771.0,14.884586572647097,1255.0,3026.0,0.00101865,openai/gpt-4o-mini-2024-07-18,,,
12,0.0,,0.3,0.3,0.0,0.1034482758620689,stop,1563.0,11.874450206756592,979.0,2542.0,0.00082185,openai/gpt-4o-mini-2024-07-18,,,
13,0.1,,0.2,0.2,0.1,0.0136986301369863,stop,1369.0,12.21918249130249,1011.0,2380.0,0.00081195,openai/gpt-4o-mini-2024-07-18,,,
14,0.1,,0.2,0.2,0.1,0.0169491525423728,stop,2059.0,14.821358680725098,1219.0,3278.0,0.00104025,openai/gpt-4o-mini-2024-07-18,,,
15,0.2,,0.4,0.2,0.2,0.04,stop,2432.0,15.750468254089355,1276.0,3708.0,0.0011304,openai/gpt-4o-mini-2024-07-18,,,
16,0.2,,0.5,0.2,0.2,0.1764705882352941,stop,2063.0,18.0888409614563,1349.0,3412.0,0.00111885,openai/gpt-4o-mini-2024-07-18,,,
17,0.1,,0.2,0.1,0.2,0.0227272727272727,stop,2123.0,40.15029788017273,1105.0,3228.0,0.00098145,openai/gpt-4o-mini-2024-07-18,,,
18,0.1,,0.2,0.1,0.2,0.0158730158730158,stop,1805.0,16.417477130889893,1174.0,2979.0,0.00097515,openai/gpt-4o-mini-2024-07-18,,,
19,0.1,,0.4,0.3,0.1,0.1463414634146341,stop,2737.0,18.17534112930298,1437.0,4174.0,0.00127275,openai/gpt-4o-mini-2024-07-18,,,
20,0.1,,0.3,0.2,0.1,0.1944444444444444,stop,2417.0,15.769478797912598,1227.0,3644.0,0.00109875,openai/gpt-4o-mini-2024-07-18,,,
21,0.1,,0.3,0.2,0.1,0.125,stop,2629.0,18.252897024154663,1289.0,3918.0,0.00116775,openai/gpt-4o-mini-2024-07-18,,,
22,0.1,,0.2,0.1,0.1,0.046875,stop,1594.0,15.821147203445436,1538.0,3132.0,0.0011619,openai/gpt-4o-mini-2024-07-18,,,
23,0.2,,0.3,0.3,0.2,0.0888888888888888,stop,2511.0,17.51589584350586,1374.0,3885.0,0.00120105,openai/gpt-4o-mini-2024-07-18,,,
24,0.2,,0.3,0.2,0.2,0.0555555555555555,stop,1455.0,14.871713161468506,1144.0,2599.0,0.00090465,openai/gpt-4o-mini-2024-07-18,,,
25,0.1,,0.3,0.1,0.1,0.0172413793103448,stop,2217.0,15.070103883743286,1241.0,3458.0,0.00107715,openai/gpt-4o-mini-2024-07-18,,,
26,0.0,,0.3,0.3,0.0,0.0606060606060606,stop,2666.0,16.252870559692383,1220.0,3886.0,0.0011319,openai/gpt-4o-mini-2024-07-18,,,
27,0.1,,0.2,0.2,0.1,0.0,stop,2284.0,14.949483394622805,1235.0,3519.0,0.0010836,openai/gpt-4o-mini-2024-07-18,,,
28,0.1,,0.3,0.2,0.1,0.048780487804878,stop,1002.0,13.526810646057127,1033.0,2035.0,0.0007701,openai/gpt-4o-mini-2024-07-18,,,
29,0.2,,0.2,0.3,0.2,0.15,stop,1585.0,16.27043128013611,1267.0,2852.0,0.00099795,openai/gpt-4o-mini-2024-07-18,,,
30,0.2,,0.3,0.3,0.2,0.0869565217391304,stop,1215.0,16.53707456588745,1507.0,2722.0,0.00108645,openai/gpt-4o-mini-2024-07-18,,,
31,0.1,,0.3,0.1,0.1,0.0612244897959183,stop,1988.0,12.655566930770874,1204.0,3192.0,0.0010206,openai/gpt-4o-mini-2024-07-18,,,
32,0.1,,0.2,0.2,0.1,0.064516129032258,stop,1085.0,13.224070072174072,1274.0,2359.0,0.00092715,openai/gpt-4o-mini-2024-07-18,,,
33,0.1,,0.2,0.2,0.1,0.0204081632653061,stop,1194.0,9.750689029693604,924.0,2118.0,0.0007335,openai/gpt-4o-mini-2024-07-18,,,
34,0.2,,0.3,0.2,0.2,0.0238095238095238,stop,2505.0,14.085824251174929,1205.0,3710.0,0.00109875,openai/gpt-4o-mini-2024-07-18,,,
35,0.2,,0.3,0.3,0.2,0.0754716981132075,stop,2817.0,17.882575511932373,1430.0,4247.0,0.00128055,openai/gpt-4o-mini-2024-07-18,,,
36,0.1,,0.5,0.2,0.1,0.0,stop,1761.0,17.225345849990845,1408.0,3169.0,0.00110895,openai/gpt-4o-mini-2024-07-18,,,
37,0.1,,0.3,0.1,0.2,0.0227272727272727,stop,2342.0,14.965388298034668,1207.0,3549.0,0.0010755,openai/gpt-4o-mini-2024-07-18,,,
38,0.0,,0.2,0.2,0.0,0.0416666666666666,stop,2385.0,14.763857126235962,1189.0,3574.0,0.00107115,openai/gpt-4o-mini-2024-07-18,,,
39,0.1,,0.2,0.2,0.1,0.16,stop,2031.0,15.083844423294067,1195.0,3226.0,0.00102165,openai/gpt-4o-mini-2024-07-18,,,
40,0.1,,0.4,0.3,0.1,0.0519480519480519,stop,2794.0,14.93537735939026,1165.0,3959.0,0.0011181,openai/gpt-4o-mini-2024-07-18,,,
41,0.2,,0.3,0.3,0.2,0.0576923076923076,stop,2080.0,16.787246227264404,1495.0,3575.0,0.001209,openai/gpt-4o-mini-2024-07-18,,,
42,0.1,,0.3,0.2,0.1,0.0476190476190476,stop,1810.0,11.96874475479126,1041.0,2851.0,0.0008961,openai/gpt-4o-mini-2024-07-18,,,
43,0.1,,0.2,0.3,0.1,0.0493827160493827,stop,1684.0,13.862579345703123,1208.0,2892.0,0.0009774,openai/gpt-4o-mini-2024-07-18,,,
44,0.1,,0.2,0.1,0.1,0.1538461538461538,stop,2068.0,12.327895641326904,1074.0,3142.0,0.0009546,openai/gpt-4o-mini-2024-07-18,,,
45,0.1,,0.2,0.2,0.1,0.0526315789473684,stop,2566.0,15.100624084472656,1372.0,3938.0,0.0012081,openai/gpt-4o-mini-2024-07-18,,,
46,0.2,,0.4,0.2,0.2,0.0392156862745098,stop,2756.0,14.130086898803713,1141.0,3897.0,0.001098,openai/gpt-4o-mini-2024-07-18,,,
47,0.0,,0.1,0.3,0.0,0.064516129032258,stop,2454.0,16.142634630203247,1363.0,3817.0,0.0011859,openai/gpt-4o-mini-2024-07-18,,,
48,0.1,,0.6,0.3,0.1,0.0681818181818181,stop,2237.0,15.43402624130249,1321.0,3558.0,0.00112815,openai/gpt-4o-mini-2024-07-18,,,
49,0.1,,0.3,0.2,0.1,0.1136363636363636,stop,1888.0,12.941758394241331,1121.0,3009.0,0.0009558,openai/gpt-4o-mini-2024-07-18,,,
50,0.15,,0.3,0.3,0.15,0.0483870967741935,stop,2456.0,14.539944648742676,1209.0,3665.0,0.0010938,openai/gpt-4o-mini-2024-07-18,,,
51,0.1,,0.4,0.3,0.1,0.081967213114754,stop,2724.0,11.945521593093872,1167.0,3891.0,0.0011088,openai/gpt-4o-mini-2024-07-18,,,
52,0.1,,0.3,0.2,0.1,0.0256410256410256,stop,3144.0,17.041093826293945,1390.0,4534.0,0.0013056,openai/gpt-4o-mini-2024-07-18,,,
53,0.1,,0.3,0.1,0.1,0.0476190476190476,stop,2275.0,14.905093908309937,1206.0,3481.0,0.00106485,openai/gpt-4o-mini-2024-07-18,,,
54,0.1,,0.2,0.2,0.1,0.075268817204301,stop,2407.0,16.42218017578125,1334.0,3741.0,0.00116145,openai/gpt-4o-mini-2024-07-18,,,
55,0.1,,0.3,0.2,0.1,0.0526315789473684,stop,2010.0,13.417263984680176,1074.0,3084.0,0.0009459,openai/gpt-4o-mini-2024-07-18,,,
56,0.1,,0.1,0.2,0.1,0.0410958904109589,stop,2223.0,13.115621089935305,1047.0,3270.0,0.00096165,openai/gpt-4o-mini-2024-07-18,,,
57,0.1,,0.2,0.2,0.1,0.0476190476190476,stop,2197.0,21.74371314048767,1276.0,3473.0,0.00109515,openai/gpt-4o-mini-2024-07-18,,,
58,0.2,,0.3,0.3,0.2,0.0666666666666666,stop,2238.0,18.303123474121094,1120.0,3358.0,0.0010077,openai/gpt-4o-mini-2024-07-18,,,
59,0.1,,0.3,0.2,0.1,0.0363636363636363,stop,2255.0,12.77429723739624,1159.0,3414.0,0.00103365,openai/gpt-4o-mini-2024-07-18,,,
