index,score,judging_cost,score_Judge (gpt-5-nano),score_Judge (Qwen3.6-35B-A3B-FP8),score_Judge (DeepSeek-V4-Flash),legal_ref_sim,finish_reason,prompt_tokens,time,completion_tokens,total_tokens,total_cost,temperature,top_p,model,score_Judge (qwen3.6-35b-a3b)
54,0.1,,0.1,,0.1,0.086021505376344,stop,4474.0,11.935608386993408,1330.0,5804.0,0.0014691,,,openai/gpt-4o-mini-2024-07-18,0.2
55,0.1,,0.2,,0.1,0.0172413793103448,stop,15095.0,10.983593940734863,1027.0,16122.0,0.00288045,,,openai/gpt-4o-mini-2024-07-18,0.2
56,0.1,,0.1,,0.1,0.056338028169014,stop,2936.0,9.802910327911375,1094.0,4030.0,0.0010968,,,openai/gpt-4o-mini-2024-07-18,0.3
57,0.1,,0.2,,0.1,0.0212765957446808,stop,6347.0,12.604764699935911,1256.0,7603.0,0.00170565,,,openai/gpt-4o-mini-2024-07-18,0.2
58,0.2,,0.2,,0.2,0.04,stop,3813.0,11.609657049179075,1277.0,5090.0,0.00133815,,,openai/gpt-4o-mini-2024-07-18,0.2
59,0.2,,0.3,,0.2,0.0555555555555555,stop,4268.0,11.604558944702148,1162.0,5430.0,0.0013374,,,openai/gpt-4o-mini-2024-07-18,0.3
60,0.2,,0.3,,0.2,0.0144927536231884,stop,3600.0,12.122943878173828,1437.0,5037.0,0.0014022,,,openai/gpt-4o-mini-2024-07-18,0.2
61,0.1,,0.3,,0.1,0.0625,stop,3814.0,10.43365216255188,1101.0,4915.0,0.0012327,,,openai/gpt-4o-mini-2024-07-18,0.2
62,0.1,,0.2,,0.1,0.119047619047619,stop,4587.0,16.68353819847107,1844.0,6431.0,0.00179445,,,openai/gpt-4o-mini-2024-07-18,0.1
63,0.2,,0.2,,0.2,0.1481481481481481,stop,4458.0,11.82348108291626,1327.0,5785.0,0.0014649,,,openai/gpt-4o-mini-2024-07-18,0.2
64,0.2,,0.3,,0.2,0.0123456790123456,stop,3204.0,8.222617864608765,970.0,4174.0,0.0010626,,,openai/gpt-4o-mini-2024-07-18,0.3
65,0.2,,0.3,,0.2,0.0294117647058823,stop,6869.0,14.49687957763672,1209.0,8078.0,0.00175575,,,openai/gpt-4o-mini-2024-07-18,0.2
66,0.1,,0.4,,0.1,0.0222222222222222,stop,3377.0,16.493414640426636,1502.0,4879.0,0.00140775,,,openai/gpt-4o-mini-2024-07-18,0.3
67,0.1,,0.3,,0.1,0.0757575757575757,stop,3012.0,9.886532306671144,1200.0,4212.0,0.0011718,,,openai/gpt-4o-mini-2024-07-18,0.3
68,0.1,,0.2,,0.1,0.0307692307692307,stop,9762.0,11.323509216308594,1326.0,11088.0,0.0020295,,,openai/gpt-4o-mini-2024-07-18,0.2
69,0.2,,0.2,,0.2,0.0571428571428571,stop,4817.0,13.415681838989258,1638.0,6455.0,0.00170535,,,openai/gpt-4o-mini-2024-07-18,0.3
70,0.1,,0.3,,0.1,0.0135135135135135,stop,16692.0,9.991371631622314,1211.0,17903.0,0.0023088,,,openai/gpt-4o-mini-2024-07-18,0.2
71,0.1,,0.2,,0.1,0.0,stop,3729.0,9.488627672195436,1101.0,4830.0,0.00121995,,,openai/gpt-4o-mini-2024-07-18,0.2
72,0.1,,0.2,,0.1,0.1388888888888889,stop,4869.0,10.855268716812134,1362.0,6231.0,0.00154755,,,openai/gpt-4o-mini-2024-07-18,0.2
73,0.1,,0.3,,0.1,0.0945945945945946,stop,15395.0,9.647160768508911,1213.0,16608.0,0.00250905,,,openai/gpt-4o-mini-2024-07-18,0.3
74,0.1,,0.2,,0.1,0.0576923076923076,stop,4207.0,12.30758547782898,1333.0,5540.0,0.00143085,,,openai/gpt-4o-mini-2024-07-18,0.2
75,0.1,,,,0.1,0.0229885057471264,stop,46703.0,13.030459880828856,1275.0,47978.0,0.00777045,,,openai/gpt-4o-mini-2024-07-18,0.2
76,0.1,,0.3,,0.1,0.0967741935483871,stop,3460.0,12.41363000869751,1351.0,4811.0,0.0013296,,,openai/gpt-4o-mini-2024-07-18,0.3
77,0.1,,0.2,,0.1,0.0428571428571428,stop,3942.0,10.088810682296751,1073.0,5015.0,0.0012351,,,openai/gpt-4o-mini-2024-07-18,0.2
78,0.0,,0.3,,0.0,0.1428571428571428,stop,10492.0,11.61909532546997,1267.0,11759.0,0.002334,,,openai/gpt-4o-mini-2024-07-18,0.2
79,0.1,,,,0.1,0.0681818181818181,stop,9039.0,12.702266693115234,1074.0,10113.0,0.00200025,,,openai/gpt-4o-mini-2024-07-18,0.1
80,0.1,,0.3,,0.1,0.1111111111111111,stop,4874.0,10.473198890686035,1273.0,6147.0,0.0014949,,,openai/gpt-4o-mini-2024-07-18,0.2
0,0.35,,0.5,,0.35,0.074074074074074,stop,11252.0,207.9086844921112,18640.0,29892.0,0.040093,,,openai/gpt-5-mini,0.5
1,0.2,,0.2,,0.3,0.1428571428571428,stop,8435.0,232.93733620643616,19585.0,28020.0,0.04127875,,,openai/gpt-5-mini,0.3
2,0.2,,0.3,,0.2,0.1707317073170731,stop,7836.0,218.79965591430664,25292.0,33128.0,0.052543,,,openai/gpt-5-mini,0.5
3,0.3,,0.9,,0.3,0.0408163265306122,stop,3751.0,170.680686712265,16407.0,20158.0,0.03375175,,,openai/gpt-5-mini,0.4
4,0.2,,0.3,,0.2,0.0196078431372549,stop,2740.0,186.8483340740204,20506.0,23246.0,0.041697,,,openai/gpt-5-mini,0.3
5,0.4,,0.8,,0.4,0.0909090909090909,stop,26362.0,277.9758059978485,21601.0,47963.0,0.0497925,,,openai/gpt-5-mini,0.4
6,0.2,,0.4,,0.2,0.0684931506849315,stop,19939.0,194.03718209266663,20629.0,40568.0,0.04624275,,,openai/gpt-5-mini,0.3
7,0.3,,0.8,,0.3,0.1944444444444444,stop,3501.0,178.53461241722107,18453.0,21954.0,0.03778125,,,openai/gpt-5-mini,0.3
8,0.3,,0.5,,0.3,0.0185185185185185,stop,3655.0,162.92392992973328,18758.0,22413.0,0.03842975,,,openai/gpt-5-mini,0.5
9,0.2,,0.5,,0.2,0.1627906976744186,stop,7516.0,186.86954188346863,17095.0,24611.0,0.036069,,,openai/gpt-5-mini,0.3
10,0.4,,1.0,,0.4,0.2,stop,3489.0,184.8260133266449,20511.0,24000.0,0.04189425,,,openai/gpt-5-mini,0.6
11,0.2,,0.8,,0.2,0.0806451612903225,stop,7801.0,240.73846316337583,22323.0,30124.0,0.04659625,,,openai/gpt-5-mini,0.5
12,0.5,,0.8,,0.5,0.2413793103448276,stop,2946.0,201.6546578407288,18900.0,21846.0,0.0385365,,,openai/gpt-5-mini,0.6
13,0.3,,0.4,,0.3,0.0135135135135135,stop,9655.0,147.05688166618347,16960.0,26615.0,0.03454815,,,openai/gpt-5-mini,0.4
14,0.2,,,,0.2,0.087719298245614,stop,3477.0,167.9095184803009,18526.0,22003.0,0.03792125,,,openai/gpt-5-mini,0.3
15,0.2,,0.5,,0.2,0.0588235294117647,stop,3819.0,231.1097297668457,24728.0,28547.0,0.05041075,,,openai/gpt-5-mini,0.4
16,0.2,,0.5,,0.2,0.2285714285714285,stop,3080.0,163.1267921924591,17637.0,20717.0,0.036044,,,openai/gpt-5-mini,0.4
17,0.6,,0.8,,0.6,0.0681818181818181,stop,4464.0,198.0904493331909,21850.0,26314.0,0.044816,,,openai/gpt-5-mini,0.6
18,0.2,,0.9,,0.2,0.0317460317460317,stop,3322.0,215.0932459831237,19142.0,22464.0,0.0391145,,,openai/gpt-5-mini,0.3
19,0.2,,0.9,,0.2,0.0476190476190476,stop,4157.0,234.34285068511963,22836.0,26993.0,0.04671125,,,openai/gpt-5-mini,0.3
20,0.5,,0.6,,0.5,0.2222222222222222,stop,3943.0,194.28947591781616,17296.0,21239.0,0.03557775,,,openai/gpt-5-mini,0.6
21,0.2,,0.2,,0.3,0.1320754716981132,stop,4349.0,207.5233736038208,20722.0,25071.0,0.04253125,,,openai/gpt-5-mini,0.4
22,0.2,,0.3,,0.2,0.064516129032258,stop,3517.0,229.8230938911438,22820.0,26337.0,0.04651925,,,openai/gpt-5-mini,0.4
23,0.1,,0.2,,0.1,0.108695652173913,stop,4864.0,179.05573391914368,18502.0,23366.0,0.03822,,,openai/gpt-5-mini,0.3
24,0.2,,0.3,,0.2,0.1228070175438596,stop,7051.0,152.97683095932007,16510.0,23561.0,0.03478275,,,openai/gpt-5-mini,0.5
25,0.1,,0.3,,0.1,0.0517241379310344,stop,15178.0,177.27941060066223,16032.0,31210.0,0.0358585,,,openai/gpt-5-mini,0.3
26,0.25,,0.6,,0.25,0.0285714285714285,stop,11937.0,190.356915473938,21519.0,33456.0,0.04602225,,,openai/gpt-5-mini,0.6
27,0.0,,0.0,,0.2,0.0294117647058823,stop,4911.0,212.64115142822263,21801.0,26712.0,0.04482975,,,openai/gpt-5-mini,0.3
28,0.1,,0.4,,0.1,0.0212765957446808,stop,4398.0,159.8939151763916,14957.0,19355.0,0.0310135,,,openai/gpt-5-mini,0.3
29,0.4,,,,0.4,0.2272727272727272,stop,3835.0,140.79736518859863,14797.0,18632.0,0.03055275,,,openai/gpt-5-mini,0.9
30,0.3,,0.4,,0.3,0.125,stop,2459.0,262.9665994644165,24627.0,27086.0,0.04986875,,,openai/gpt-5-mini,0.6
31,0.2,,0.6,,0.2,0.2,stop,2979.0,163.39877462387085,18508.0,21487.0,0.03776075,,,openai/gpt-5-mini,0.4
32,0.1,,0.1,,0.2,0.0434782608695652,stop,3915.0,223.9157953262329,18979.0,22894.0,0.03893675,,,openai/gpt-5-mini,0.3
33,0.2,,0.7,,0.2,0.0196078431372549,stop,2495.0,183.21511721611023,17784.0,20279.0,0.03619175,,,openai/gpt-5-mini,0.6
34,0.3,,0.4,,0.3,0.0222222222222222,stop,12296.0,168.12627577781677,19601.0,31897.0,0.042276,,,openai/gpt-5-mini,0.5
35,0.2,,0.7,,0.2,0.0576923076923076,stop,14234.0,219.9154891967773,19087.0,33321.0,0.0417325,,,openai/gpt-5-mini,0.5
36,0.2,,0.9,,0.2,0.0192307692307692,stop,2814.0,266.13684844970703,22839.0,25653.0,0.0463815,,,openai/gpt-5-mini,0.3
37,0.3,,0.5,,0.3,0.0344827586206896,stop,11469.0,193.82806825637817,20463.0,31932.0,0.04379325,,,openai/gpt-5-mini,0.4
38,0.3,,0.8,,0.3,0.06,stop,16404.0,222.7707176208496,20815.0,37219.0,0.045731,,,openai/gpt-5-mini,0.5
39,0.2,,0.6,,0.2,0.2692307692307692,stop,2718.0,154.81844854354858,16332.0,19050.0,0.0333435,,,openai/gpt-5-mini,0.4
40,0.3,,0.5,,0.3,0.0759493670886076,stop,4774.0,279.2050459384918,22345.0,27119.0,0.0458835,,,openai/gpt-5-mini,0.4
41,0.0,,0.1,,0.0,0.0204081632653061,error,14876.0,94.666677236557,682.0,15558.0,0.005083,,,openai/gpt-5-mini,0.0
42,0.4,,0.9,,0.4,0.09375,stop,4461.0,200.39477062225345,19264.0,23725.0,0.03964325,,,openai/gpt-5-mini,0.5
43,0.2,,0.5,,0.2,0.0843373493975903,stop,16343.0,234.56440472602844,26833.0,43176.0,0.05775175,,,openai/gpt-5-mini,0.4
44,0.3,,0.9,,0.3,0.2142857142857142,stop,3673.0,178.31156659126282,18092.0,21765.0,0.03710225,,,openai/gpt-5-mini,0.7
45,0.2,,0.8,,0.2,0.05,stop,4904.0,125.23841428756714,16209.0,21113.0,0.0325784,,,openai/gpt-5-mini,0.4
46,0.4,,0.4,,0.4,0.0588235294117647,error,8523.0,134.28638887405396,5936.0,14459.0,0.01400275,,,openai/gpt-5-mini,0.6
47,0.1,,0.5,,0.1,0.1515151515151515,stop,4968.0,219.8555064201355,22108.0,27076.0,0.045458,,,openai/gpt-5-mini,0.3
48,0.2,,0.5,,0.2,0.0465116279069767,stop,3353.0,231.6585094928741,23935.0,27288.0,0.04870825,,,openai/gpt-5-mini,0.2
49,0.6,,0.6,,0.6,0.25,stop,17750.0,163.7819893360138,15203.0,32953.0,0.0348435,,,openai/gpt-5-mini,0.6
50,0.1,,0.3,,0.1,0.0967741935483871,stop,3522.0,186.59039449691767,22022.0,25544.0,0.0449245,,,openai/gpt-5-mini,0.4
51,0.0,,0.0,,0.1,0.0793650793650793,stop,8300.0,164.35909724235535,16611.0,24911.0,0.035297,,,openai/gpt-5-mini,0.3
52,0.2,,0.6,,0.2,0.1304347826086956,stop,6660.0,189.75380301475525,21894.0,28554.0,0.045453,,,openai/gpt-5-mini,0.4
53,0.4,,0.5,,0.4,0.064516129032258,stop,12006.0,151.98073959350586,16607.0,28613.0,0.0362155,,,openai/gpt-5-mini,0.5
54,0.2,,0.6,,0.2,0.1098901098901098,stop,4473.0,220.74538588523865,26768.0,31241.0,0.05465425,,,openai/gpt-5-mini,0.3
55,0.4,,0.4,,0.4,0.064516129032258,stop,15094.0,182.49782037734985,18771.0,33865.0,0.0413155,,,openai/gpt-5-mini,0.5
56,0.2,,0.4,,0.2,0.0140845070422535,error,2993.0,128.21290588378906,3017.0,6010.0,0.00678225,,,openai/gpt-5-mini,0.3
57,0.1,,0.6,,0.1,0.073170731707317,stop,6346.0,204.2943892478943,20243.0,26589.0,0.0420725,,,openai/gpt-5-mini,0.4
58,0.3,,0.5,,0.3,0.0657894736842105,stop,3812.0,196.8866047859192,19590.0,23402.0,0.040133,,,openai/gpt-5-mini,0.5
59,0.4,,0.6,,0.4,0.0727272727272727,stop,4267.0,196.00673508644104,15849.0,20116.0,0.03276475,,,openai/gpt-5-mini,0.4
60,0.3,,0.7,,0.3,0.0694444444444444,stop,3599.0,216.0280265808105,24823.0,28422.0,0.05054575,,,openai/gpt-5-mini,0.4
61,0.3,,0.8,,0.3,0.1296296296296296,stop,3813.0,219.9641556739807,22903.0,26716.0,0.04675925,,,openai/gpt-5-mini,0.6
62,0.2,,0.3,,0.2,0.119047619047619,stop,4586.0,224.73084378242493,23931.0,28517.0,0.0490085,,,openai/gpt-5-mini,0.4
63,0.2,,0.5,,0.2,0.2285714285714285,stop,4457.0,178.69766306877136,21437.0,25894.0,0.04398825,,,openai/gpt-5-mini,0.4
64,0.1,,0.4,,0.1,0.0357142857142857,stop,3203.0,149.09499335289,15987.0,19190.0,0.03277475,,,openai/gpt-5-mini,0.3
65,0.2,,0.3,,0.2,0.1232876712328767,stop,6868.0,264.28915524482727,24137.0,31005.0,0.049991,,,openai/gpt-5-mini,0.3
66,0.1,,0.2,,0.1,0.0888888888888888,stop,3376.0,203.10971188545227,19391.0,22767.0,0.039626,,,openai/gpt-5-mini,0.2
67,0.2,,0.4,,0.2,0.1408450704225352,stop,3011.0,176.92920756340027,20251.0,23262.0,0.04125475,,,openai/gpt-5-mini,0.4
68,0.4,,0.8,,0.4,0.0294117647058823,stop,9761.0,228.5059421062469,20894.0,30655.0,0.04422825,,,openai/gpt-5-mini,0.5
69,0.1,,0.3,,0.1,0.1388888888888889,stop,4816.0,222.1795597076416,22374.0,27190.0,0.045952,,,openai/gpt-5-mini,0.3
70,0.2,,0.5,,0.2,0.054054054054054,stop,16691.0,188.6031169891357,19297.0,35988.0,0.03989443,,,openai/gpt-5-mini,0.3
71,0.3,,0.4,,0.35,0.1276595744680851,stop,3728.0,181.4715955257416,20641.0,24369.0,0.042214,,,openai/gpt-5-mini,0.3
72,0.2,,0.4,,0.2,0.1842105263157894,stop,4868.0,234.24671983718872,23502.0,28370.0,0.048221,,,openai/gpt-5-mini,0.4
73,0.1,,0.2,,0.1,0.081081081081081,stop,15394.0,204.4114844799041,19601.0,34995.0,0.04127642,,,openai/gpt-5-mini,0.5
74,0.3,,0.8,,0.3,0.0862068965517241,stop,4206.0,204.1379244327545,24072.0,28278.0,0.0491955,,,openai/gpt-5-mini,0.7
75,0.2,,0.5,,0.2,0.0795454545454545,stop,46702.0,225.0574128627777,19419.0,66121.0,0.0505135,,,openai/gpt-5-mini,0.4
76,0.3,,0.4,,0.3,0.2058823529411764,stop,3459.0,172.71794819831848,18386.0,21845.0,0.03763675,,,openai/gpt-5-mini,0.5
77,0.3,,0.3,,0.3,0.1111111111111111,stop,3941.0,201.5352563858032,22460.0,26401.0,0.04590525,,,openai/gpt-5-mini,0.4
78,0.2,,0.4,,0.2,0.1875,stop,10491.0,245.4752452373505,22560.0,33051.0,0.04774275,,,openai/gpt-5-mini,0.3
79,0.1,,0.6,,0.1,0.1666666666666666,stop,9038.0,151.43111062049866,16595.0,25633.0,0.0354495,,,openai/gpt-5-mini,0.4
80,0.2,,0.3,,0.2,0.0701754385964912,stop,4873.0,215.03250861167908,22145.0,27018.0,0.04550825,,,openai/gpt-5-mini,0.3
0,0.3,,0.9,,0.3,0.0862068965517241,stop,11626.0,64.98122572898865,18522.0,30148.0,0.0085714,,,google/gemini-2.5-flash-lite,0.4
1,0.1,,0.4,,0.1,0.1842105263157894,stop,9049.0,71.22430849075317,15045.0,24094.0,0.0069229,,,google/gemini-2.5-flash-lite,0.4
2,0.3,,0.5,,0.3,0.1702127659574468,stop,8146.0,79.44754362106323,21035.0,29181.0,0.0092286,,,google/gemini-2.5-flash-lite,0.5
3,0.3,,0.4,,0.3,0.1111111111111111,stop,3987.0,49.485010623931885,16237.0,20224.0,0.0068935,,,google/gemini-2.5-flash-lite,0.3
4,0.0,,,,0.0,0.06,stop,2871.0,50.10845112800598,14794.0,17665.0,0.0062047,,,google/gemini-2.5-flash-lite,0.2
5,0.1,,0.4,,0.1,0.087719298245614,stop,27534.0,165.48808526992798,16660.0,44194.0,0.0094174,,,google/gemini-2.5-flash-lite,0.3
6,0.1,,0.4,,0.1,0.0675675675675675,stop,21554.0,59.574012756347656,17675.0,39229.0,0.0092254,,,google/gemini-2.5-flash-lite,0.3
7,0.2,,0.3,,0.2,0.2571428571428571,stop,3834.0,39.04140686988831,10810.0,14644.0,0.00443344,,,google/gemini-2.5-flash-lite,0.5
8,0.2,,0.2,,0.2,0.0677966101694915,stop,3867.0,53.182884216308594,14535.0,18402.0,0.0062007,,,google/gemini-2.5-flash-lite,0.3
9,0.1,,0.3,,0.1,0.1162790697674418,stop,7801.0,129.05890274047852,13214.0,21015.0,0.0060657,,,google/gemini-2.5-flash-lite,0.3
10,0.5,,0.9,,0.5,0.1481481481481481,stop,3655.0,42.37204885482788,12378.0,16033.0,0.0053167,,,google/gemini-2.5-flash-lite,0.5
11,0.0,,0.4,,0.0,0.0579710144927536,stop,8518.0,57.18741273880005,16333.0,24851.0,0.007385,,,google/gemini-2.5-flash-lite,0.3
12,0.3,,0.7,,0.3,0.2413793103448276,stop,3206.0,129.69654202461243,14832.0,18038.0,0.0062534,,,google/gemini-2.5-flash-lite,0.5
13,0.1,,0.3,,0.1,0.048780487804878,stop,10011.0,53.52752542495728,14536.0,24547.0,0.0068155,,,google/gemini-2.5-flash-lite,0.4
14,0.3,,0.4,,0.3,0.1525423728813559,stop,3667.0,147.82342004776,16123.0,19790.0,0.0068159,,,google/gemini-2.5-flash-lite,0.4
15,0.4,,0.5,,0.4,0.1272727272727272,stop,4033.0,85.09900975227356,13009.0,17042.0,0.0056069,,,google/gemini-2.5-flash-lite,0.4
16,0.2,,0.4,,0.2,0.2368421052631578,stop,3254.0,48.533278703689575,14258.0,17512.0,0.0060286,,,google/gemini-2.5-flash-lite,0.3
17,0.2,,0.2,,0.2,0.0434782608695652,stop,4754.0,55.91768836975098,15721.0,20475.0,0.0067638,,,google/gemini-2.5-flash-lite,0.5
18,0.1,,0.3,,0.1,0.0441176470588235,stop,3521.0,141.96615481376648,10851.0,14372.0,0.0046925,,,google/gemini-2.5-flash-lite,0.3
19,0.3,,0.8,,0.3,0.2619047619047619,stop,4358.0,149.28072428703308,15289.0,19647.0,0.00618564,,,google/gemini-2.5-flash-lite,0.4
20,0.1,,0.4,,0.1,0.2093023255813953,stop,4180.0,82.52921485900879,15488.0,19668.0,0.00624762,,,google/gemini-2.5-flash-lite,0.3
21,0.2,,0.2,,0.3,0.1403508771929824,stop,4631.0,163.4091775417328,18571.0,23202.0,0.0078915,,,google/gemini-2.5-flash-lite,0.4
22,0.2,,0.4,,0.2,0.1142857142857142,stop,3691.0,130.89437651634216,18586.0,22277.0,0.0078035,,,google/gemini-2.5-flash-lite,0.4
23,0.3,,0.3,,0.3,0.1276595744680851,stop,5193.0,155.64096021652222,15951.0,21144.0,0.0068997,,,google/gemini-2.5-flash-lite,0.5
24,0.2,,0.4,,0.2,0.1034482758620689,stop,7546.0,127.55999064445496,13663.0,21209.0,0.0062198,,,google/gemini-2.5-flash-lite,0.3
25,0.3,,0.9,,0.3,0.0952380952380952,stop,16092.0,131.1768217086792,14706.0,30798.0,0.0074916,,,google/gemini-2.5-flash-lite,0.6
26,0.2,,0.5,,0.2,0.0555555555555555,stop,12742.0,66.34895634651184,18718.0,31460.0,0.0087614,,,google/gemini-2.5-flash-lite,0.2
27,0.3,,0.3,,0.3,0.0571428571428571,stop,5683.0,63.30657124519348,17592.0,23275.0,0.0076051,,,google/gemini-2.5-flash-lite,0.3
28,0.1,,0.2,,0.1,0.0476190476190476,stop,4578.0,38.8180615901947,10849.0,15427.0,0.0047974,,,google/gemini-2.5-flash-lite,0.2
29,0.3,,0.4,,0.3,0.391304347826087,stop,4018.0,153.0739300251007,16041.0,20059.0,0.0068182,,,google/gemini-2.5-flash-lite,0.5
30,0.2,,0.3,,0.2,0.0869565217391304,stop,2555.0,39.06840229034424,12462.0,15017.0,0.0052403,,,google/gemini-2.5-flash-lite,0.5
31,0.2,,0.7,,0.2,0.1764705882352941,stop,3108.0,40.62684440612793,10681.0,13789.0,0.00430978,,,google/gemini-2.5-flash-lite,0.3
32,0.2,,0.4,,0.3,0.0461538461538461,stop,4675.0,138.5434374809265,12320.0,16995.0,0.0053955,,,google/gemini-2.5-flash-lite,0.2
33,0.3,,0.3,,0.3,0.1020408163265306,stop,2656.0,56.281533002853394,14168.0,16824.0,0.0059328,,,google/gemini-2.5-flash-lite,0.3
34,0.35,,0.6,,0.35,0.0217391304347826,stop,12697.0,53.44439220428467,13612.0,26309.0,0.00561155,,,google/gemini-2.5-flash-lite,0.5
35,0.4,,0.8,,0.4,0.1147540983606557,stop,15251.0,149.1855432987213,15399.0,30650.0,0.00639734,,,google/gemini-2.5-flash-lite,0.5
36,0.4,,0.9,,0.4,0.04,stop,2980.0,63.48271727561951,13317.0,16297.0,0.0056248,,,google/gemini-2.5-flash-lite,0.4
37,0.2,,0.2,,0.2,0.0891089108910891,stop,11885.0,139.00724411010742,14166.0,26051.0,0.0068549,,,google/gemini-2.5-flash-lite,0.3
38,0.3,,0.5,,0.3,0.0576923076923076,stop,17370.0,134.63312339782715,20059.0,37429.0,0.0097606,,,google/gemini-2.5-flash-lite,0.4
39,0.4,,0.6,,0.4,0.2142857142857142,stop,2853.0,49.173184633255005,15541.0,18394.0,0.0065017,,,google/gemini-2.5-flash-lite,0.6
40,0.2,,0.2,,0.2,0.1,stop,5022.0,48.59758949279785,15380.0,20402.0,0.0066542,,,google/gemini-2.5-flash-lite,0.4
41,0.2,,0.4,,0.2,0.0892857142857142,stop,13717.0,53.75102949142456,15141.0,28858.0,0.00623299,,,google/gemini-2.5-flash-lite,0.5
42,0.2,,0.4,,0.2,0.0454545454545454,stop,4761.0,42.06235909461975,11817.0,16578.0,0.0052029,,,google/gemini-2.5-flash-lite,0.3
43,0.3,,0.3,,0.3,0.1111111111111111,stop,17479.0,154.81392455101013,16770.0,34249.0,0.0084559,,,google/gemini-2.5-flash-lite,0.4
44,0.3,,0.6,,0.3,0.25,stop,3877.0,45.248894691467285,13716.0,17593.0,0.0058741,,,google/gemini-2.5-flash-lite,0.6
45,0.1,,0.5,,0.1,0.0697674418604651,stop,5159.0,87.84733319282532,19972.0,25131.0,0.0085047,,,google/gemini-2.5-flash-lite,0.5
46,0.3,,0.3,,0.3,0.109090909090909,stop,8998.0,144.22442364692688,11945.0,20943.0,0.0056778,,,google/gemini-2.5-flash-lite,0.4
47,0.3,,0.4,,0.3,0.1466666666666666,stop,5711.0,132.4650638103485,14336.0,20047.0,0.0063055,,,google/gemini-2.5-flash-lite,0.3
48,0.2,,0.3,,0.2,0.1590909090909091,stop,3540.0,144.46233534812927,16527.0,20067.0,0.0069648,,,google/gemini-2.5-flash-lite,0.4
49,0.3,,0.4,,0.3,0.2765957446808511,stop,18642.0,55.60648798942566,14776.0,33418.0,0.0077746,,,google/gemini-2.5-flash-lite,0.5
50,0.2,,0.5,,0.2,0.109375,stop,3694.0,63.5957088470459,16667.0,20361.0,0.0070362,,,google/gemini-2.5-flash-lite,0.4
51,0.3,,0.7,,0.3,0.1029411764705882,stop,8769.0,48.03828763961792,12026.0,20795.0,0.0056873,,,google/gemini-2.5-flash-lite,0.5
52,0.2,,0.4,,0.2,0.1111111111111111,stop,7146.0,60.611247301101685,17171.0,24317.0,0.007583,,,google/gemini-2.5-flash-lite,0.4
53,0.3,,0.3,,0.3,0.144927536231884,stop,12482.0,55.98093223571777,14469.0,26951.0,0.0070358,,,google/gemini-2.5-flash-lite,0.5
54,0.1,,0.2,,0.1,0.0989010989010989,stop,4682.0,53.90334582328797,15386.0,20068.0,0.0066226,,,google/gemini-2.5-flash-lite,0.2
55,0.3,,0.3,,0.3,0.1186440677966101,stop,16021.0,87.39645648002625,11890.0,27911.0,0.0063581,,,google/gemini-2.5-flash-lite,0.5
56,0.1,,0.6,,0.1,0.0833333333333333,stop,3118.0,60.82058811187744,18273.0,21391.0,0.007621,,,google/gemini-2.5-flash-lite,0.4
57,0.2,,0.6,,0.2,0.0784313725490196,stop,6634.0,71.12002468109131,15469.0,22103.0,0.00630092,,,google/gemini-2.5-flash-lite,0.3
58,0.3,,0.3,,0.3,0.0632911392405063,stop,3951.0,57.88093662261963,14154.0,18105.0,0.0060567,,,google/gemini-2.5-flash-lite,0.4
59,0.4,,0.5,,0.4,0.1034482758620689,stop,4394.0,57.001402139663696,12440.0,16834.0,0.0054154,,,google/gemini-2.5-flash-lite,0.4
60,0.2,,0.6,,0.2,0.0985915492957746,stop,3815.0,151.14422965049744,19160.0,22975.0,0.0080455,,,google/gemini-2.5-flash-lite,0.4
61,0.3,,0.3,,0.4,0.1639344262295081,stop,4036.0,121.14369654655457,16388.0,20424.0,0.0069588,,,google/gemini-2.5-flash-lite,0.5
62,0.2,,,,0.2,0.1346153846153846,stop,4840.0,65.59745573997498,19036.0,23876.0,0.0080984,,,google/gemini-2.5-flash-lite,0.2
63,0.1,,0.4,,0.1,0.2580645161290322,stop,4733.0,159.858407497406,16094.0,20827.0,0.00654496,,,google/gemini-2.5-flash-lite,0.3
64,0.2,,0.3,,0.2,0.0595238095238095,stop,3385.0,45.45228862762451,14228.0,17613.0,0.0060297,,,google/gemini-2.5-flash-lite,0.3
65,0.1,,0.3,,0.1,0.0869565217391304,stop,7216.0,61.70834493637085,13820.0,21036.0,0.0062496,,,google/gemini-2.5-flash-lite,0.4
66,0.1,,0.3,,0.1,0.0677966101694915,stop,3542.0,149.85577583312988,17333.0,20875.0,0.0072874,,,google/gemini-2.5-flash-lite,0.4
67,0.1,,0.2,,0.1,0.1690140845070422,stop,3166.0,53.79333901405335,15186.0,18352.0,0.006391,,,google/gemini-2.5-flash-lite,0.3
68,0.2,,0.2,,0.3,0.0714285714285714,stop,10364.0,69.46461915969849,21228.0,31592.0,0.0095276,,,google/gemini-2.5-flash-lite,0.3
69,0.1,,0.3,,0.1,0.1282051282051282,stop,5045.0,117.5246205329895,17611.0,22656.0,0.0075489,,,google/gemini-2.5-flash-lite,0.4
70,0.3,,,,0.3,0.127906976744186,stop,17608.0,131.88605999946594,14691.0,32299.0,0.0076372,,,google/gemini-2.5-flash-lite,0.5
71,0.0,,0.3,,0.0,0.0638297872340425,stop,3991.0,54.8823721408844,15731.0,19722.0,0.0066915,,,google/gemini-2.5-flash-lite,0.2
