index,model,finish_reason,prompt_tokens,time,completion_tokens,total_tokens,total_cost,temperature,top_p,legal_ref_sim,score_Judge (gpt-oss-120b),score_Judge (qwen3.6-35b-a3b),score_Judge (DeepSeek-V4-Flash-0731)
30,anthropic/claude-haiku-4.5,stop,1794.0,125.6134090423584,17272.0,19066.0,0.088154,,,0.125,0.4,0.5,0.3
31,anthropic/claude-haiku-4.5,stop,2874.0,109.10264825820924,14539.0,17413.0,0.075569,,,0.1111111111111111,0.3,0.4,0.1
32,anthropic/claude-haiku-4.5,stop,1589.0,125.18481636047365,17386.0,18975.0,0.088519,,,0.04,0.3,0.2,0.2
33,anthropic/claude-haiku-4.5,stop,1718.0,99.30784678459167,13060.0,14778.0,0.067018,,,0.2222222222222222,0.2,0.3,0.1
34,anthropic/claude-haiku-4.5,stop,3699.0,178.4739055633545,25847.0,29546.0,0.132934,,,0.0833333333333333,0.2,0.2,0.2
35,anthropic/claude-haiku-4.5,stop,4288.0,127.02272248268127,16770.0,21058.0,0.088138,,,0.175,0.3,0.4,0.5
36,anthropic/claude-haiku-4.5,stop,2588.0,160.55341339111328,21347.0,23935.0,0.109323,,,0.1333333333333333,0.4,0.2,0.2
37,anthropic/claude-haiku-4.5,stop,3392.0,100.75605916976927,13547.0,16939.0,0.071127,,,0.1935483870967742,0.3,0.3,0.2
38,anthropic/claude-haiku-4.5,stop,3500.0,168.73793578147888,22131.0,25631.0,0.114155,,,0.1379310344827586,0.2,0.4,0.2
39,anthropic/claude-haiku-4.5,stop,2964.0,147.4481463432312,20055.0,23019.0,0.103239,,,0.1538461538461538,0.3,0.6,0.6
40,anthropic/claude-haiku-4.5,stop,4094.0,191.3069655895233,25796.0,29890.0,0.133074,,,0.3076923076923077,0.4,0.4,0.3
41,anthropic/claude-haiku-4.5,stop,3056.0,152.13752150535583,20162.0,23218.0,0.103866,,,0.1333333333333333,0.3,0.3,0.2
42,anthropic/claude-haiku-4.5,stop,2645.0,91.805490732193,11979.0,14624.0,0.06254,,,0.1851851851851851,0.2,0.3,0.2
43,anthropic/claude-haiku-4.5,stop,2470.0,116.07669520378111,16086.0,18556.0,0.0829,,,0.1076923076923077,0.3,0.4,0.2
44,anthropic/claude-haiku-4.5,stop,3175.0,125.23081588745116,16366.0,19541.0,0.085005,,,0.2,0.4,0.6,0.4
45,anthropic/claude-haiku-4.5,stop,3852.0,131.23538088798523,16678.0,20530.0,0.087242,,,0.125,0.4,0.4,0.2
46,anthropic/claude-haiku-4.5,stop,4042.0,155.69497966766355,21173.0,25215.0,0.109907,,,0.2222222222222222,0.7,0.5,0.2
47,anthropic/claude-haiku-4.5,stop,3503.0,161.05250573158264,19848.0,23351.0,0.102743,,,0.1428571428571428,0.5,0.4,0.2
48,anthropic/claude-haiku-4.5,stop,3377.0,170.07172799110413,23024.0,26401.0,0.118497,,,0.125,0.4,0.5,0.2
49,anthropic/claude-haiku-4.5,stop,2835.0,93.77082777023315,12576.0,15411.0,0.065715,,,0.2580645161290322,0.4,0.4,0.3
50,anthropic/claude-haiku-4.5,stop,3595.0,110.10651111602785,14630.0,18225.0,0.076745,,,0.125,0.2,0.3,0.2
51,anthropic/claude-haiku-4.5,stop,4022.0,153.6083881855011,20301.0,24323.0,0.105527,,,0.1111111111111111,0.4,0.5,0.4
52,anthropic/claude-haiku-4.5,stop,4653.0,216.5797927379608,27858.0,32511.0,0.143943,,,0.0,0.3,0.4,0.2
53,anthropic/claude-haiku-4.5,stop,3358.0,148.94134664535522,19917.0,23275.0,0.102943,,,0.1,0.3,0.4,0.2
54,anthropic/claude-haiku-4.5,stop,3484.0,131.79613137245178,16897.0,20381.0,0.087969,,,0.1428571428571428,0.3,0.4,0.2
55,anthropic/claude-haiku-4.5,stop,3008.0,191.418845653534,24992.0,28000.0,0.127968,,,0.1538461538461538,0.5,0.3,0.3
56,anthropic/claude-haiku-4.5,stop,3231.0,159.80031299591064,23584.0,26815.0,0.121151,,,0.075,0.3,0.4,0.2
57,anthropic/claude-haiku-4.5,stop,3257.0,200.0015320777893,26963.0,30220.0,0.138072,,,0.0,0.5,0.4,0.5
58,anthropic/claude-haiku-4.5,stop,3285.0,187.1208415031433,24810.0,28095.0,0.127335,,,0.1951219512195122,0.3,0.5,0.4
59,anthropic/claude-haiku-4.5,stop,3262.0,80.85210919380188,10693.0,13955.0,0.056727,,,0.0434782608695652,0.3,0.3,0.2
60,anthropic/claude-haiku-4.5,stop,4043.0,191.53642177581787,24564.0,28607.0,0.126863,,,0.15,0.4,0.5,0.2
61,anthropic/claude-haiku-4.5,stop,2817.0,107.4555516242981,15146.0,17963.0,0.078547,,,0.1282051282051282,0.3,0.3,0.2
62,anthropic/claude-haiku-4.5,stop,5374.0,316.8616411685944,40800.0,46174.0,0.209374,,,0.1818181818181818,0.4,0.4,0.3
63,anthropic/claude-haiku-4.5,stop,4143.0,174.39823174476624,23920.0,28063.0,0.123743,,,0.0,0.4,0.3,0.4
64,anthropic/claude-haiku-4.5,stop,2940.0,126.00573992729188,16171.0,19111.0,0.083795,,,0.1818181818181818,0.6,0.6,0.5
65,anthropic/claude-haiku-4.5,stop,2958.0,111.83479833602904,15603.0,18561.0,0.080973,,,0.0222222222222222,0.4,0.4,0.2
66,anthropic/claude-haiku-4.5,stop,2203.0,124.07038807868958,16799.0,19002.0,0.086198,,,0.1538461538461538,0.3,0.3,0.2
67,anthropic/claude-haiku-4.5,stop,2949.0,189.02226161956787,25106.0,28055.0,0.128479,,,0.15,0.2,0.4,0.2
68,anthropic/claude-haiku-4.5,stop,3706.0,124.41010785102844,16172.0,19878.0,0.084566,,,0.1111111111111111,0.4,0.6,0.4
69,anthropic/claude-haiku-4.5,stop,3591.0,167.48120522499084,21207.0,24798.0,0.109626,,,0.0,0.2,0.3,0.2
70,anthropic/claude-haiku-4.5,stop,3065.0,141.0468876361847,19952.0,23017.0,0.102825,,,0.1538461538461538,0.3,0.4,0.2
71,anthropic/claude-haiku-4.5,stop,3036.0,177.31257224082947,24567.0,27603.0,0.125871,,,0.12,0.3,0.3,0.2
72,anthropic/claude-haiku-4.5,stop,4455.0,209.2727015018463,26924.0,31379.0,0.139075,,,0.25,0.4,0.5,0.2
73,anthropic/claude-haiku-4.5,stop,3069.0,110.5437843799591,14808.0,17877.0,0.077109,,,0.1914893617021276,0.5,0.4,0.3
74,anthropic/claude-haiku-4.5,stop,3455.0,220.8022940158844,29889.0,33344.0,0.1529,,,0.2121212121212121,0.4,0.3,0.1
75,anthropic/claude-haiku-4.5,stop,2874.0,147.05998730659485,20022.0,22896.0,0.102984,,,0.1304347826086956,0.4,0.4,0.2
76,anthropic/claude-haiku-4.5,stop,3766.0,137.9469735622406,18479.0,22245.0,0.096161,,,0.1333333333333333,0.7,0.5,0.5
77,anthropic/claude-haiku-4.5,stop,3738.0,142.92376065254211,18480.0,22218.0,0.096138,,,0.2631578947368421,0.3,0.3,0.3
78,anthropic/claude-haiku-4.5,stop,5201.0,140.2122826576233,19621.0,24822.0,0.103306,,,0.5,0.3,0.4,0.3
79,anthropic/claude-haiku-4.5,stop,3691.0,119.80197143554688,15978.0,19669.0,0.083581,,,0.3333333333333333,0.4,0.4,0.2
80,anthropic/claude-haiku-4.5,stop,3643.0,138.6721351146698,18803.0,22446.0,0.097658,,,0.1212121212121212,0.5,0.5,0.4
0,deepseek-ai/DeepSeek-V4-Flash,stop,2197.0,103.02074432373048,5892.0,8089.0,,,,0.2352941176470588,0.3,0.5,0.3
1,deepseek-ai/DeepSeek-V4-Flash,stop,1746.0,99.02932024002077,5668.0,7414.0,,,,0.1818181818181818,0.3,0.4,0.2
2,deepseek-ai/DeepSeek-V4-Flash,stop,2551.0,117.9498233795166,6757.0,9308.0,,,,0.3333333333333333,0.4,0.6,0.3
3,deepseek-ai/DeepSeek-V4-Flash,stop,3120.0,97.65579438209534,5592.0,8712.0,,,,0.3478260869565217,0.4,0.7,0.6
4,deepseek-ai/DeepSeek-V4-Flash,stop,1632.0,81.57899928092957,4655.0,6287.0,,,,0.1851851851851851,0.2,0.4,0.2
5,deepseek-ai/DeepSeek-V4-Flash,stop,2585.0,154.26841950416565,8868.0,11453.0,,,,0.4137931034482758,0.4,0.4,0.3
6,deepseek-ai/DeepSeek-V4-Flash,stop,2349.0,114.0139319896698,6535.0,8884.0,,,,0.2127659574468085,0.2,0.3,0.2
7,deepseek-ai/DeepSeek-V4-Flash,stop,2092.0,91.1321816444397,5214.0,7306.0,,,,,0.5,0.5,0.5
8,deepseek-ai/DeepSeek-V4-Flash,stop,2751.0,75.67930269241333,4320.0,7071.0,,,,0.2307692307692307,0.4,0.6,0.4
9,deepseek-ai/DeepSeek-V4-Flash,stop,3422.0,161.27944660186768,9263.0,12685.0,,,,0.0555555555555555,0.3,0.4,0.3
10,deepseek-ai/DeepSeek-V4-Flash,stop,1986.0,105.26400065422058,6092.0,8078.0,,,,0.1875,0.2,0.5,0.2
11,deepseek-ai/DeepSeek-V4-Flash,stop,2040.0,73.48771142959595,4247.0,6287.0,,,,0.2,0.6,0.8,0.3
12,deepseek-ai/DeepSeek-V4-Flash,stop,1830.0,93.9073133468628,5431.0,7261.0,,,,0.0,0.7,0.7,0.6
13,deepseek-ai/DeepSeek-V4-Flash,stop,1587.0,88.54407167434692,5114.0,6701.0,,,,0.1636363636363636,0.4,0.6,0.4
14,deepseek-ai/DeepSeek-V4-Flash,stop,2409.0,92.74963879585266,5362.0,7771.0,,,,0.2258064516129032,0.2,0.3,0.2
15,deepseek-ai/DeepSeek-V4-Flash,stop,2837.0,142.96627163887024,8311.0,11148.0,,,,0.3225806451612903,0.4,0.4,0.3
16,deepseek-ai/DeepSeek-V4-Flash,stop,2375.0,92.3886218070984,5346.0,7721.0,,,,0.4,0.6,0.6,0.5
17,deepseek-ai/DeepSeek-V4-Flash,stop,2440.0,83.99405813217163,4869.0,7309.0,,,,0.0769230769230769,0.3,0.6,0.4
18,deepseek-ai/DeepSeek-V4-Flash,stop,2115.0,86.75178694725037,5050.0,7165.0,,,,0.2448979591836734,0.7,0.5,0.4
19,deepseek-ai/DeepSeek-V4-Flash,stop,3101.0,122.75860905647278,7182.0,10283.0,,,,0.3333333333333333,0.5,0.6,0.3
20,deepseek-ai/DeepSeek-V4-Flash,stop,2789.0,89.0680742263794,5194.0,7983.0,,,,0.0,0.2,0.3,0.1
21,deepseek-ai/DeepSeek-V4-Flash,stop,3039.0,115.36119961738586,6707.0,9746.0,,,,0.3103448275862069,0.4,0.4,0.5
22,deepseek-ai/DeepSeek-V4-Flash,stop,1827.0,115.95749354362488,6743.0,8570.0,,,,0.2352941176470588,0.4,0.6,0.4
23,deepseek-ai/DeepSeek-V4-Flash,stop,2880.0,126.23635339736938,7354.0,10234.0,,,,0.2,0.4,0.4,0.3
24,deepseek-ai/DeepSeek-V4-Flash,stop,1693.0,78.59902620315552,4620.0,6313.0,,,,0.1025641025641025,0.2,0.4,0.2
25,deepseek-ai/DeepSeek-V4-Flash,stop,2584.0,114.92449474334715,6689.0,9273.0,,,,0.1739130434782608,0.6,0.7,0.7
26,deepseek-ai/DeepSeek-V4-Flash,stop,3043.0,90.71900224685668,5281.0,8324.0,,,,0.3478260869565217,0.4,0.5,0.4
27,deepseek-ai/DeepSeek-V4-Flash,stop,2679.0,79.70701313018799,4613.0,7292.0,,,,0.119047619047619,0.2,0.4,0.2
28,deepseek-ai/DeepSeek-V4-Flash,stop,1166.0,73.78616952896118,4279.0,5445.0,,,,0.3076923076923077,0.3,0.3,0.2
29,deepseek-ai/DeepSeek-V4-Flash,stop,1810.0,83.92769718170166,4868.0,6678.0,,,,0.4615384615384615,0.9,0.8,0.6
30,deepseek-ai/DeepSeek-V4-Flash,stop,1405.0,87.51569724082947,5082.0,6487.0,,,,0.2307692307692307,0.6,0.7,0.4
31,deepseek-ai/DeepSeek-V4-Flash,stop,2301.0,96.08797192573547,5578.0,7879.0,,,,0.1111111111111111,0.2,0.4,0.2
32,deepseek-ai/DeepSeek-V4-Flash,stop,1234.0,75.37552332878113,4428.0,5662.0,,,,0.1428571428571428,0.5,0.4,0.4
33,deepseek-ai/DeepSeek-V4-Flash,stop,1361.0,75.1244249343872,4410.0,5771.0,,,,0.2580645161290322,0.2,0.4,0.4
34,deepseek-ai/DeepSeek-V4-Flash,stop,2908.0,170.10985136032104,9966.0,12874.0,,,,0.15625,0.5,0.6,0.6
35,deepseek-ai/DeepSeek-V4-Flash,stop,3357.0,114.15094780921936,6716.0,10073.0,,,,0.2653061224489796,0.5,0.8,0.6
36,deepseek-ai/DeepSeek-V4-Flash,stop,2059.0,79.87783074378967,4707.0,6766.0,,,,0.2307692307692307,0.4,0.7,0.3
37,deepseek-ai/DeepSeek-V4-Flash,stop,2683.0,76.07778239250183,4494.0,7177.0,,,,0.2,0.3,0.4,0.2
38,deepseek-ai/DeepSeek-V4-Flash,stop,2766.0,125.9246425628662,7414.0,10180.0,,,,0.1785714285714285,0.5,0.6,0.5
39,deepseek-ai/DeepSeek-V4-Flash,stop,2347.0,109.30652117729188,6447.0,8794.0,,,,0.2,0.6,0.5,0.3
40,deepseek-ai/DeepSeek-V4-Flash,stop,3198.0,104.23791790008544,6097.0,9295.0,,,,0.238095238095238,0.3,0.4,0.2
41,deepseek-ai/DeepSeek-V4-Flash,stop,2373.0,116.0667848587036,6772.0,9145.0,,,,0.2631578947368421,0.7,0.6,0.5
42,deepseek-ai/DeepSeek-V4-Flash,stop,2088.0,89.44875025749207,5241.0,7329.0,,,,0.2592592592592592,0.3,0.6,0.3
43,deepseek-ai/DeepSeek-V4-Flash,stop,1934.0,85.04186606407166,4997.0,6931.0,,,,0.2222222222222222,0.4,0.4,0.3
44,deepseek-ai/DeepSeek-V4-Flash,stop,2436.0,124.51952600479126,7243.0,9679.0,,,,0.6,0.6,0.9,0.6
45,deepseek-ai/DeepSeek-V4-Flash,stop,2966.0,144.64238667488098,8425.0,11391.0,,,,0.125,0.5,0.5,0.6
46,deepseek-ai/DeepSeek-V4-Flash,stop,3180.0,92.8677463531494,5397.0,8577.0,,,,0.3333333333333333,0.7,0.4,0.4
47,deepseek-ai/DeepSeek-V4-Flash,stop,2788.0,96.50551915168762,5606.0,8394.0,,,,0.3055555555555556,0.5,0.5,0.3
48,deepseek-ai/DeepSeek-V4-Flash,stop,2599.0,109.23103594779968,6345.0,8944.0,,,,0.3333333333333333,0.5,0.7,0.7
49,deepseek-ai/DeepSeek-V4-Flash,stop,2209.0,87.96126222610474,5107.0,7316.0,,,,0.5,0.6,0.7,0.5
50,deepseek-ai/DeepSeek-V4-Flash,stop,2854.0,89.60789585113525,5208.0,8062.0,,,,0.2619047619047619,0.2,0.6,0.3
51,deepseek-ai/DeepSeek-V4-Flash,stop,3206.0,123.84836220741272,7223.0,10429.0,,,,0.3125,0.7,0.6,0.8
52,deepseek-ai/DeepSeek-V4-Flash,stop,3614.0,109.7261438369751,6405.0,10019.0,,,,0.0,0.6,0.5,0.5
53,deepseek-ai/DeepSeek-V4-Flash,stop,2644.0,109.73116946220398,6389.0,9033.0,,,,0.3055555555555556,0.5,0.6,0.6
54,deepseek-ai/DeepSeek-V4-Flash,stop,2777.0,128.0512592792511,7444.0,10221.0,,,,0.217391304347826,0.4,0.8,0.5
55,deepseek-ai/DeepSeek-V4-Flash,stop,2316.0,71.77077579498291,4182.0,6498.0,,,,0.3947368421052631,0.7,0.7,0.3
56,deepseek-ai/DeepSeek-V4-Flash,stop,2556.0,102.13010239601137,5951.0,8507.0,,,,0.1860465116279069,0.5,0.3,0.3
57,deepseek-ai/DeepSeek-V4-Flash,stop,2564.0,76.76659417152405,4472.0,7036.0,,,,0.0,0.5,0.5,0.2
58,deepseek-ai/DeepSeek-V4-Flash,stop,2574.0,131.2461221218109,7576.0,10150.0,,,,0.2448979591836734,0.4,0.4,0.3
59,deepseek-ai/DeepSeek-V4-Flash,stop,2553.0,92.50122928619383,5392.0,7945.0,,,,0.3076923076923077,0.4,0.75,0.5
60,deepseek-ai/DeepSeek-V4-Flash,stop,3146.0,90.55168151855467,5276.0,8422.0,,,,0.28,0.3,0.3,0.4
61,deepseek-ai/DeepSeek-V4-Flash,stop,2233.0,81.88525915145874,4754.0,6987.0,,,,0.1785714285714285,0.4,0.6,0.4
62,deepseek-ai/DeepSeek-V4-Flash,stop,4216.0,116.77262687683104,6651.0,10867.0,,,,0.1538461538461538,0.3,0.5,0.4
63,deepseek-ai/DeepSeek-V4-Flash,stop,3245.0,151.14663124084473,8566.0,11811.0,,,,0.0,0.3,0.4,0.2
64,deepseek-ai/DeepSeek-V4-Flash,stop,2345.0,115.56007146835329,6582.0,8927.0,,,,0.173076923076923,0.6,0.5,0.6
65,deepseek-ai/DeepSeek-V4-Flash,stop,2312.0,101.71120476722716,5759.0,8071.0,,,,0.2553191489361702,0.4,0.4,0.4
66,deepseek-ai/DeepSeek-V4-Flash,stop,1731.0,95.0533525943756,5297.0,7028.0,,,,0.1,0.3,0.3,0.3
67,deepseek-ai/DeepSeek-V4-Flash,stop,2298.0,137.61174488067627,7764.0,10062.0,,,,0.4736842105263157,0.55,0.7,0.6
68,deepseek-ai/DeepSeek-V4-Flash,stop,2910.0,161.74087738990784,9135.0,12045.0,,,,0.2857142857142857,0.5,0.6,0.4
69,deepseek-ai/DeepSeek-V4-Flash,stop,2795.0,152.87110352516174,8637.0,11432.0,,,,0.0,0.6,0.8,0.4
70,deepseek-ai/DeepSeek-V4-Flash,stop,2422.0,130.0135853290558,7323.0,9745.0,,,,0.3095238095238095,0.4,0.4,0.2
71,deepseek-ai/DeepSeek-V4-Flash,stop,2414.0,134.21816110610962,7599.0,10013.0,,,,0.2413793103448276,0.3,0.4,0.3
72,deepseek-ai/DeepSeek-V4-Flash,stop,3490.0,95.14004445075987,5413.0,8903.0,,,,0.2,0.7,0.7,0.3
73,deepseek-ai/DeepSeek-V4-Flash,stop,2418.0,127.32015228271484,7522.0,9940.0,,,,0.2142857142857142,0.4,0.5,0.3
74,deepseek-ai/DeepSeek-V4-Flash,stop,2684.0,101.35135006904602,5858.0,8542.0,,,,0.3243243243243243,0.4,0.6,0.5
75,deepseek-ai/DeepSeek-V4-Flash,stop,2306.0,86.29962968826294,5069.0,7375.0,,,,0.2340425531914893,0.4,0.4,0.4
76,deepseek-ai/DeepSeek-V4-Flash,stop,2921.0,96.08695387840272,5778.0,8699.0,,,,0.2666666666666666,0.9,0.7,0.6
77,deepseek-ai/DeepSeek-V4-Flash,stop,2961.0,79.71231842041016,5036.0,7997.0,,,,0.1764705882352941,0.3,0.4,0.4
78,deepseek-ai/DeepSeek-V4-Flash,stop,4118.0,65.18945932388306,4162.0,8280.0,,,,0.25,0.4,0.6,0.2
79,deepseek-ai/DeepSeek-V4-Flash,stop,2957.0,86.41654372215271,5864.0,8821.0,,,,0.3333333333333333,0.4,0.5,0.2
80,deepseek-ai/DeepSeek-V4-Flash,stop,2876.0,91.02056288719176,6283.0,9159.0,,,,0.303030303030303,0.6,0.5,0.3
0,openai/gpt-5-nano,stop,1914.0,82.1116590499878,13747.0,15661.0,0.0055945,,,0.1,0.2,0.3,0.2
1,openai/gpt-5-nano,stop,1504.0,80.52495980262756,12573.0,14077.0,0.0051044,,,0.1333333333333333,0.3,0.3,0.2
2,openai/gpt-5-nano,stop,2235.0,95.7111337184906,13727.0,15962.0,0.00560255,,,0.2666666666666666,0.2,0.1,0.2
3,openai/gpt-5-nano,stop,2627.0,89.20165514945984,12883.0,15510.0,0.00528455,,,0.1818181818181818,0.3,0.4,0.2
4,openai/gpt-5-nano,stop,1380.0,101.42041897773744,14854.0,16234.0,0.0060106,,,0.0,0.2,0.2,0.1
5,openai/gpt-5-nano,stop,2234.0,79.44514799118042,11314.0,13548.0,0.0046373,,,0.1612903225806451,0.2,0.3,0.2
6,openai/gpt-5-nano,stop,2029.0,89.05830311775208,14655.0,16684.0,0.00596345,,,0.081081081081081,0.2,0.3,0.2
7,openai/gpt-5-nano,stop,1801.0,78.49681639671326,12258.0,14059.0,0.00499325,,,,0.2,0.2,0.2
8,openai/gpt-5-nano,stop,2377.0,82.1095724105835,12027.0,14404.0,0.00492965,,,0.0,0.2,0.2,0.2
9,openai/gpt-5-nano,stop,3002.0,89.16344094276428,15984.0,18986.0,0.0065437,,,0.0909090909090909,0.3,0.3,0.2
10,openai/gpt-5-nano,stop,1699.0,75.8284523487091,14715.0,16414.0,0.00597095,,,0.2307692307692307,0.2,0.3,0.3
11,openai/gpt-5-nano,stop,1770.0,89.5285313129425,13909.0,15679.0,0.0056521,,,0.0789473684210526,0.2,0.2,0.2
12,openai/gpt-5-nano,stop,1562.0,84.17794847488403,12645.0,14207.0,0.0051361,,,0.0,0.3,0.4,0.3
13,openai/gpt-5-nano,stop,1368.0,77.51369547843933,15477.0,16845.0,0.0062592,,,0.0434782608695652,0.3,0.3,0.2
14,openai/gpt-5-nano,stop,2058.0,96.31220960617064,14639.0,16697.0,0.0059585,,,0.0769230769230769,0.2,0.2,0.2
15,openai/gpt-5-nano,stop,2431.0,87.58843636512756,13872.0,16303.0,0.00567035,,,0.1904761904761904,0.3,0.2,0.3
16,openai/gpt-5-nano,stop,2062.0,65.11706876754761,10393.0,12455.0,0.0042603,,,0.25,0.2,0.3,0.2
17,openai/gpt-5-nano,stop,2122.0,74.2196614742279,11190.0,13312.0,0.0045821,,,0.0,0.2,0.2,0.2
18,openai/gpt-5-nano,stop,1804.0,89.29879117012024,14475.0,16279.0,0.0058802,,,0.0256410256410256,0.2,0.2,0.1
19,openai/gpt-5-nano,stop,2736.0,80.77993035316467,11432.0,14168.0,0.0047096,,,0.0,0.3,0.3,0.2
20,openai/gpt-5-nano,stop,2416.0,100.47938108444214,15587.0,18003.0,0.0063556,,,0.0,0.3,0.2,0.2
21,openai/gpt-5-nano,stop,2628.0,90.48194670677184,14981.0,17609.0,0.0061238,,,0.2,0.4,0.2,0.2
22,openai/gpt-5-nano,stop,1593.0,97.4058003425598,13524.0,15117.0,0.00548925,,,0.1481481481481481,0.1,0.2,0.3
23,openai/gpt-5-nano,stop,2510.0,72.16317820549011,12518.0,15028.0,0.0051327,,,0.0,0.2,0.3,0.1
24,openai/gpt-5-nano,stop,1454.0,68.31587290763855,10435.0,11889.0,0.0042467,,,0.027027027027027,0.3,0.3,0.2
25,openai/gpt-5-nano,stop,2216.0,87.30474328994751,13769.0,15985.0,0.0056184,,,0.025,0.0,0.2,0.1
26,openai/gpt-5-nano,stop,2665.0,98.45386362075806,12597.0,15262.0,0.00517205,,,0.1,0.2,0.3,0.2
27,openai/gpt-5-nano,stop,2283.0,102.09380412101746,13506.0,15789.0,0.00551655,,,0.0512820512820512,0.3,0.3,0.1
28,openai/gpt-5-nano,stop,1001.0,91.58435034751892,12692.0,13693.0,0.00512685,,,0.0,0.2,0.2,0.1
29,openai/gpt-5-nano,stop,1584.0,72.40709900856018,12578.0,14162.0,0.0051104,,,0.2307692307692307,0.2,0.3,0.2
30,openai/gpt-5-nano,stop,1214.0,84.2518720626831,14861.0,16075.0,0.0060051,,,0.0,0.3,0.3,0.2
31,openai/gpt-5-nano,stop,1987.0,82.48275899887085,13183.0,15170.0,0.00537255,,,0.1111111111111111,0.3,0.2,0.2
32,openai/gpt-5-nano,stop,1084.0,85.14076471328735,15981.0,17065.0,0.0064466,,,0.0,0.2,0.2,0.1
33,openai/gpt-5-nano,stop,1193.0,66.26405119895935,11360.0,12553.0,0.00460365,,,0.0,0.3,0.2,0.1
34,openai/gpt-5-nano,stop,2504.0,66.74210238456726,12272.0,14776.0,0.005034,,,0.1379310344827586,0.3,0.3,0.2
35,openai/gpt-5-nano,stop,2816.0,62.66165781021118,9334.0,12150.0,0.0038744,,,0.125,0.3,0.2,0.3
36,openai/gpt-5-nano,stop,1760.0,97.98379635810852,14926.0,16686.0,0.0060584,,,0.1818181818181818,0.2,0.2,0.2
37,openai/gpt-5-nano,stop,2341.0,58.29218435287476,11363.0,13704.0,0.00466225,,,0.1538461538461538,0.2,0.2,0.2
38,openai/gpt-5-nano,stop,2384.0,108.24345207214355,16178.0,18562.0,0.0065904,,,0.0869565217391304,0.2,0.1,0.2
39,openai/gpt-5-nano,stop,2030.0,67.95880913734436,9923.0,11953.0,0.0040707,,,0.1666666666666666,0.2,0.2,0.1
40,openai/gpt-5-nano,stop,2793.0,90.54037261009216,14314.0,17107.0,0.00586525,,,0.1176470588235294,0.3,0.3,0.1
41,openai/gpt-5-nano,stop,2079.0,125.23820662498474,17550.0,19629.0,0.00712395,,,0.25,0.2,0.2,0.2
42,openai/gpt-5-nano,stop,1809.0,68.45112347602844,12315.0,14124.0,0.00501645,,,0.1739130434782608,0.1,0.2,0.1
43,openai/gpt-5-nano,stop,1683.0,84.38190746307373,13313.0,14996.0,0.00540935,,,0.0625,0.2,0.2,0.1
44,openai/gpt-5-nano,stop,2067.0,63.43852663040161,11861.0,13928.0,0.00484775,,,0.1,0.2,0.4,0.2
45,openai/gpt-5-nano,stop,2565.0,80.25442314147949,13795.0,16360.0,0.00564625,,,0.1428571428571428,0.2,0.4,0.2
46,openai/gpt-5-nano,stop,2755.0,86.8723931312561,11451.0,14206.0,0.00471815,,,0.0555555555555555,0.2,0.2,0.2
47,openai/gpt-5-nano,stop,2453.0,124.31504917144775,11589.0,14042.0,0.00475825,,,0.1111111111111111,0.2,0.1,0.2
48,openai/gpt-5-nano,stop,2236.0,85.63550877571106,14501.0,16737.0,0.0059122,,,0.1578947368421052,0.1,0.2,0.1
49,openai/gpt-5-nano,stop,1887.0,68.09526062011719,11328.0,13215.0,0.00462555,,,0.1666666666666666,0.2,0.2,0.3
50,openai/gpt-5-nano,stop,2455.0,87.0513904094696,14099.0,16554.0,0.00576235,,,0.119047619047619,0.2,0.3,0.2
51,openai/gpt-5-nano,stop,2723.0,77.12182450294495,13050.0,15773.0,0.00535615,,,0.1777777777777777,0.1,0.2,0.2
52,openai/gpt-5-nano,stop,3143.0,85.31002902984619,12922.0,16065.0,0.00532595,,,0.0,0.3,0.2,0.2
53,openai/gpt-5-nano,stop,2274.0,72.97397875785828,12386.0,14660.0,0.0050681,,,0.0909090909090909,0.2,0.3,0.2
54,openai/gpt-5-nano,stop,2406.0,64.17697405815125,10440.0,12846.0,0.0042963,,,0.075,0.2,0.3,0.2
55,openai/gpt-5-nano,stop,2009.0,82.86376762390137,11182.0,13191.0,0.00457325,,,0.0571428571428571,0.2,0.2,0.1
56,openai/gpt-5-nano,content_filter,0.0,40.20574760437012,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
57,openai/gpt-5-nano,stop,2196.0,89.17735171318054,14348.0,16544.0,0.005849,,,0.0,0.3,0.1,0.1
58,openai/gpt-5-nano,stop,2237.0,82.83975768089294,11788.0,14025.0,0.00482705,,,0.0857142857142857,0.2,0.1,0.2
59,openai/gpt-5-nano,stop,2254.0,74.2200870513916,11417.0,13671.0,0.0046795,,,0.0434782608695652,0.4,0.2,0.2
60,openai/gpt-5-nano,stop,2717.0,109.0682933330536,15340.0,18057.0,0.00627185,,,0.0,0.2,0.1,0.1
61,openai/gpt-5-nano,stop,1938.0,90.56206059455872,14616.0,16554.0,0.0059433,,,0.074074074074074,0.35,0.3,0.2
62,openai/gpt-5-nano,stop,3635.0,85.44687056541443,13374.0,17009.0,0.00553135,,,0.2222222222222222,0.2,0.1,0.1
63,openai/gpt-5-nano,stop,2824.0,96.81036710739136,13410.0,16234.0,0.0055052,,,0.0,0.2,0.3,0.3
64,openai/gpt-5-nano,stop,2033.0,89.15443158149719,12843.0,14876.0,0.00523885,,,0.0952380952380952,0.3,0.2,0.4
65,openai/gpt-5-nano,stop,2003.0,81.00010180473328,15384.0,17387.0,0.00625375,,,0.0666666666666666,0.2,0.2,0.3
